habid,hid,nombre_habitacion,precio
26053,173,Rocío Micaela Pedraza Cedillo,128690.85
26054,173,Gerónimo Cornelio Lozada Prieto,102196.52
26055,173,Paulina Teresa Guajardo,117126.04
26056,173,Elvia Ferrer,71749.87
26057,173,Mtro. Wilfrido Arias,95319.51
26058,173,Mtro. Magdalena de la O,88738.67
26059,173,Evelio Dolores Padrón Fonseca,122087.06
26060,173,Israel Lucas Patiño Cintrón,145475.21
26061,173,Ramiro Soledad Páez Cornejo,112065.15
26062,173,Ing. Pedro Pizarro,18078.25
26063,173,Nicolás Gollum,94504.62
26064,173,Barbara Isaac Escobedo,2463.15
26065,173,Ruby Delgadillo Figueroa,31453.83
26066,173,Eugenia Rolando Yáñez,6739.95
26067,173,Minerva Arcelia Peres,133928.49
26068,173,Eric Octavio Vaca,60673.05
26069,173,Uriel Berríos Ibarra,26429.22
26070,173,Anel Elizondo,38482.72
26071,173,Bruno Vélez Puente,53550.33
26072,173,Mtro. Sessa Arroyo,60199.2
26073,173,Daniel Sepúlveda,133094.52
26074,173,Reynaldo Collazo Figueroa,121366.1
26075,173,Cornelio Adame,132069.94
26076,173,Berta Candelaria,78630.3
26077,173,Beatriz Omar Navarrete Rosario,65821.66
26078,173,Dr. Omar Barragán,127568.18
26079,173,Modesto Fernando Fajardo,74524.48
26080,173,Humberto Carvajal,103533.84
26081,173,Eric Bustamante,127044.94
26082,173,Sr(a). Alonso Valdez,64335.8
26083,173,Israel Alcántar Coronado,14339.69
26084,173,Dr. Silvia Preciado,6437.4
26085,173,Mtro. Rodrigo Palomino,10940.44
26086,173,Vanesa Trinidad Mayorga Adame,55409.49
26087,173,Dr. Diego Trejo,31590.35
26088,173,Andrés Claudia Barragán,90756.3
26089,173,Gerónimo Óliver Jimínez Villalpando,129928.05
26090,173,Esmeralda Fajardo Rosas,109816.29
26091,173,Arcelia Laura Salazar Candelaria,59839.97
26092,173,Miguel Ojeda Márquez,77066.4
26093,173,Jos Liliana Miranda Mendoza,89978.38
26094,173,Teresa Rebeca Cabrera,138436.94
26095,173,Sr(a). Daniel Prieto,42041.2
26096,173,Alejandra Flavio de la Torre,74664.25
26097,173,Zacarías Eloisa Altamirano,51426.4
26098,173,Dr. Sofía Armenta,59223.58
26099,173,Mtro. Yolanda Cardona,42517.91
26100,174,Lic. Estefanía Niño,105810.29
26101,174,Francisco Verduzco Tamayo,51294.7
26102,174,Roberto Báez Limón,55763.15
26103,174,Gloria Carolina Rivera,45935.02
26104,174,Enrique Aurora Barela,68587.78
26105,174,Josefina Luis Miguel Armas Lucero,30093.77
26106,174,Lic. Juan Carlos Barrientos,102086.25
26107,174,Lucas Victoria Padrón Arce,149057.31
26108,174,Cornelio Valentín,61441.8
26109,174,Lic. Aldonza Briones,122983.31
26110,174,Lic. Débora Curiel,95698.98
26111,174,Diego Marco Antonio Limón,83031.42
26112,174,Mtro. Cristobal Olivares,106212.87
26113,174,Vanesa Alma Bueno Valenzuela,121648.45
26114,174,Violeta Patricio Chapa,59320.15
26115,174,Mitzy Noriega,71787.34
26116,174,Mtro. Estela Romo,66558.39
26117,174,Nadia Cintrón de la Crúz,9658.71
26118,174,Lic. Victoria Centeno,29305.31
26119,174,Luis Vázquez Alemán,43944.09
26120,174,Isabela Camarillo,27543.47
26121,174,Teresa Rodarte Mata,50532.91
26122,174,Noelia Mitzy Cisneros,102083.87
26123,174,Sr(a). Araceli Balderas,108468.26
26124,174,Modesto Guerrero Esquivel,45798.91
26125,174,Víctor Mariana Montez,91090.24
26126,174,Leonardo Francisco Fonseca,50925.05
26127,174,Mtro. Rosalia Armas,127634.88
26128,174,Santiago Carlos Prieto Valle,122853.13
26129,174,Elvia Vanesa Aguirre Zayas,64454.52
26130,174,Minerva Abreu Miramontes,120894.95
26131,174,Dr. Óliver Mercado,17105.14
26132,174,Pablo Leal Mireles,75483.11
26133,174,Santiago Enrique Sarabia Maya,6689.22
26134,174,José Manuél Alvarado Hernandes,33881.39
26135,174,Irma Isabel Echeverría Orozco,136532.79
26136,174,Ing. Hernán del Valle,61733.15
26137,174,Noelia Rocío Serrano,91274.77
26138,174,Paulina Tapia Salgado,57656.83
26139,174,Gregorio Minerva Acuña Rascón,29754.97
26140,174,Fernando Juana de Anda Barreto,23173.31
26141,174,Luis Manuel Eloisa Treviño,25225.78
26142,174,Luis Miguel Anguiano Vanegas,74357.52
26143,174,Óliver Haro Bernal,23542.81
26144,174,Israel Débora Tijerina,29864.15
26145,174,Mtro. Micaela Olivera,12999.92
26146,174,Clemente Montenegro,37218.55
26147,174,Paola Aragón,145922.36
26148,174,Karla Mondragón,5190.75
26149,174,Reina Ontiveros,25562.76
26150,174,Mtro. Lourdes Molina,56847.24
26151,174,Lic. Porfirio Solís,111439.91
26152,174,Beatriz Cristobal Vergara,72035.79
26153,174,Cornelio Saldivar Riojas,102109.18
26154,174,Frida Bruno Murillo Alejandro,137587.78
26155,174,Raúl Chavarría,138131.97
26156,174,Jorge Luis Elisa Arriaga,9753.59
26157,174,Uriel Bahena,38575.27
26158,174,Cecilia Ruby Alvarado,53301.91
26159,174,Diana Trinidad Estrada Meraz,100474.39
26160,174,Emilia Ávila,41558.31
26161,174,Ángela Niño Uribe,102042.88
26162,174,Estela Laura Salcido,148396.82
26163,174,Cornelio Daniela Rosado Rodarte,43317.58
26164,174,Iván Alvarado,102572.6
26165,174,René Orellana Benavídez,123243.08
26166,174,Sr(a). Juan Báez,104034.6
26167,174,Alicia Garay,27146.73
26168,174,Beatriz Lovato Córdova,72685.72
26169,174,Judith Vanesa Muro Merino,83152.02
26170,174,Fabiola Coronado Tovar,129487.89
26171,174,Isabel Orellana Estévez,2107.6
26172,174,Gloria Ávalos,94521.69
26173,174,Rolando Carmona,43649.6
26174,174,Diego Verónica Pacheco Abrego,92114.36
26175,174,Lic. Daniela de Anda,53359.8
26176,174,José Eduardo Arroyo Godoy,125813.86
26177,174,Francisco Padilla Ballesteros,40886.1
26178,174,Roberto Vera,116938.56
26179,174,Camilo Fonseca,95902.23
26180,174,Estela Paredes Zavala,92773.29
26181,174,Linda Ana María Vera,146216.27
26182,174,Ing. Alejandra Escamilla,61627.65
26183,174,Lic. Benito Anguiano,6657.41
26184,174,Renato Acuña Verduzco,21343.11
26185,174,Israel Rentería,35470.69
26186,174,Dr. Rubén Adame,6006.02
26187,174,Ángel Patricio Montemayor Rico,44900.65
26188,174,Mariano Diego Santacruz Tejeda,103907.81
26189,174,Gregorio Jaime Ayala,55391.11
26190,174,Jerónimo Eloy Naranjo Ramos,143569.25
26191,174,Dr. María Luisa Téllez,53805.0
26192,174,Dr. Liliana Menéndez,3052.03
26193,174,Ing. José Manuél Báez,28543.73
26194,174,Sofía Gonzales Barrientos,56014.68
26195,174,Vicente Lucas Carmona,24789.04
26196,174,Sr(a). Hilda Rubio,94922.38
26197,174,Itzel Julio César Villareal,102577.42
26198,174,Ofelia Inés Osorio Ballesteros,67150.69
26199,174,José Manuél Castellanos,47566.63
26200,174,Paola Alma Blanco,60921.85
26201,174,Sr(a). Susana Ramón,24682.09
26202,174,Paulina Otero,18520.45
26203,174,Martín Treviño,40922.34
26204,174,Amador Adán Altamirano Arroyo,102873.88
26205,174,Sr(a). Luisa Cintrón,8513.73
26206,174,Daniel José Briones,57147.13
26207,174,Hugo Rico Serna,130382.16
26208,174,Lic. Berta Alonzo,142874.14
26209,174,Sr(a). Leonor Rendón,25109.87
26210,174,Hermelinda Dalia Niño,81592.93
26211,174,José Emilio Rentería,145935.02
26212,174,Patricia Daniela Padilla,69031.42
26213,174,Manuel Trinidad Rangel,29285.06
26214,174,Mtro. Liliana Villagómez,25127.21
26215,174,Inés Jimínez,103690.18
26216,174,Andrea Cantú,77335.08
26217,174,Diana Camila Báez,27480.44
26218,174,Zoé Camila Hernández,141154.32
26219,174,Fernando Villagómez,116463.13
26220,174,Serafín Jiménez,40090.37
26221,174,Abel Daniela Ybarra Botello,109601.63
26222,174,Isabel Claudia Blanco Curiel,74810.68
26223,174,Gabino Limón,28536.26
26224,174,Eugenia Villarreal Cortés,147726.71
26225,174,Ana María Julia Figueroa Terán,142755.14
26226,174,Humberto Zedillo Caldera,115512.78
26227,174,Mtro. José Luis Carrasco,97242.47
26228,174,Julio César Barragán Angulo,149547.81
26229,174,Jorge Luis Carrero,51278.07
26230,174,Salvador Vanesa Crespo,13440.32
26231,174,Oswaldo Óscar Gracia,128441.44
26232,174,Lic. Renato Bueno,19310.32
26233,174,Rolando Camilo Gastélum,74187.35
26234,174,Ramiro Mondragón,104833.36
26235,174,Barbara Mario Galindo Mejía,144288.71
26236,174,Lic. Paulina Aragón,22107.38
26237,174,Elvira Ana Valencia,134203.9
26238,174,Horacio Soliz,65724.93
26239,174,Alfredo Teresa Corona,12824.2
26240,174,Aldonza Cortés,76273.18
26241,174,Dr. Karina Carrasco,48737.94
26242,174,Reynaldo Gregorio Portillo Colón,147886.75
26243,174,Jonás Heredia,28689.5
26244,174,Diego Cintrón Botello,65723.82
26245,174,Sofía Burgos,14970.56
26246,174,Sr(a). Gilberto Olivera,43023.21
26247,174,Mauricio Jesús Garza,46431.76
26248,174,Estela Esquibel,62686.51
26249,174,Lic. Adalberto Collado,68106.2
26250,175,Lic. Renato Guajardo,5949.74
26251,175,Irma Martha Jaramillo Almaraz,109716.14
26252,175,Humberto Fonseca,110827.76
26253,175,Dr. Berta León,86682.17
26254,175,Gonzalo Cristina Almaraz,102617.67
26255,175,Juan Alfaro Noriega,118867.02
26256,175,Citlali Gloria Bonilla Reyes,58439.72
26257,175,Ruby Cazares,133578.56
26258,175,Ángel Joaquín Montes,99453.26
26259,175,Blanca Leal,88296.05
26260,175,Raquel Mariana Gaona,124826.66
26261,175,Eugenia Sáenz Botello,139321.0
26262,175,Gabino Guadalupe Miranda,88443.67
26263,175,Modesto Alberto Guevara,23392.8
26264,175,Alejandro Rafaél Escobar Alonso,105549.24
26265,175,Agustín Almonte,129234.9
26266,175,Lilia Serrano Varela,50307.67
26267,175,César Pedro Peralta,8876.46
26268,175,Aurora Carrero Pérez,112775.68
26269,175,Irma Anabel Heredia Saldaña,40621.56
26270,175,Abigail Ignacio Hernádez,130070.25
26271,175,Arturo Trinidad Serna Alonzo,47222.84
26272,175,Ignacio Humberto Zambrano,32435.15
26273,175,Rolando Saucedo Miramontes,21075.9
26274,175,Silvano Estela Casanova,28847.94
26275,175,Mtro. Estefanía del Valle,25540.67
26276,175,Hugo Mauro Merino,11727.03
26277,175,Sr(a). Genaro Nieto,28382.51
26278,175,Cristina Salvador Maya,89530.32
26279,175,Mtro. Aurora Guillen,91115.94
26280,175,Isabel Jerónimo Vargas Menchaca,78341.68
26281,175,Ricardo Fuentes,63261.12
26282,175,Alejandra Botello,11924.91
26283,175,Luisa Cabrera,30118.5
26284,175,Carmen María Teresa Parra Olivas,59439.84
26285,175,Lilia Urbina Madera,49901.38
26286,175,Mtro. Marisol Montañez,25593.86
26287,175,Ing. José Armenta,39882.74
26288,175,Dr. María Cristina Perales,130615.99
26289,175,Wilfrido Batista,69437.12
26290,175,José Carlos del Valle,73283.3
26291,175,Irene Rascón Lara,23365.59
26292,175,Mtro. Flavio Bahena,113091.57
26293,175,Sr(a). Dalia Gallardo,58646.54
26294,175,María Espinal Rolón,19892.26
26295,175,Dr. Agustín Paz,81724.96
26296,175,Bernardo Escobar,19105.18
26297,175,Micaela Israel Correa Oquendo,68324.12
26298,175,Lic. Bernabé Matos,21783.89
26299,175,Lic. Mariana Maya,144661.91
26300,175,Pilar Marisol Flórez Cardenas,105436.9
26301,175,Jerónimo Armendáriz,134571.17
26302,175,Aurora Isabela Villa,99910.75
26303,175,Francisco Javier Barajas Sisneros,18949.01
26304,175,Ing. Dulce María Ortega,77946.53
26305,175,Dr. Cristobal Carrera,57024.78
26306,175,Dr. Iván Vigil,121949.36
26307,175,José Carlos Manuel Soria,129251.17
26308,175,Ariadna Moreno,52851.47
26309,175,Fabiola Mariano Viera Gastélum,46893.88
26310,175,Olivia Barrios,56206.7
26311,175,Ing. Vanesa Galarza,83963.72
26312,175,Serafín Suárez,108535.11
26313,175,Araceli Aguirre Salas,92758.56
26314,175,Anel Marisol Garibay Trujillo,6875.11
26315,175,Mariano Aldonza Escamilla Navarrete,68091.05
26316,175,Ing. María del Carmen Jaime,132109.02
26317,175,Jacobo Teodoro Bahena Llamas,57100.97
26318,175,Indira Garrido Madera,89510.55
26319,175,Sr(a). Mariano Guzmán,102239.47
26320,175,Dr. Cristobal Canales,6289.98
26321,175,Angélica Sandra Espino Vargas,78993.08
26322,175,Araceli Gaytán,88268.68
26323,175,Elvia Concepción Martínez,44014.65
26324,175,Luis Hermelinda Quiroz,142207.57
26325,175,Lic. Norma Sosa,16045.04
26326,175,Silvia Paredes Prado,23795.46
26327,175,Juan Soliz Cornejo,137516.87
26328,175,Wilfrido Nazario,31337.18
26329,175,Ramiro Aurelio Gallegos,137365.02
26330,175,Lic. Helena Patiño,131700.16
26331,175,Ana Luisa Calvillo Vera,100535.43
26332,175,Dr. Karina Villalpando,69907.56
26333,175,Luis Santillán,26093.64
26334,175,Mariana Ruiz Perea,63600.75
26335,175,Luis Eloy Gallardo,79477.71
26336,175,Anabel Chavarría Pineda,118663.46
26337,175,Pamela Espinoza Alonso,136194.69
26338,175,María del Carmen Diego Romero Vergara,11740.7
26339,175,Rodrigo Galindo,34019.09
26340,175,Aurelio Piña Sanabria,37891.24
26341,175,María Eugenia Soto Gastélum,26856.1
26342,175,Mtro. Natividad Osorio,134001.87
26343,175,Zacarías Elsa Alva Alcaraz,130435.64
26344,175,Mauro María Trujillo,43529.41
26345,175,Lic. Pablo Flórez,35860.85
26346,175,Sergio Ramón Laureano Rojo,36580.24
26347,175,Gustavo Joaquín Tovar,76731.41
26348,175,Mtro. Silvia Tamayo,105958.73
26349,175,Raúl Casas Roldán,2545.7
26350,175,Cristobal Francisco Javier Orosco Cornejo,23141.61
26351,175,Guillermo Adriana Elizondo Malave,59967.89
26352,175,Mauro Yuridia Sandoval,38622.81
26353,175,Mtro. Carlota Tejada,96422.95
26354,175,Dr. Marisol Villareal,37936.93
26355,175,Lic. Mónica Granados,131877.92
26356,175,Genaro Serafín Botello,103568.23
26357,175,María Teresa Pedraza Mejía,135548.36
26358,175,Adalberto Rubio,80940.54
26359,175,Sr(a). Micaela Pedraza,87638.95
26360,175,Miguel Ángel Santillán,147178.33
26361,175,Juan Carlos Juana Solís,65331.81
26362,175,César Natalia Ulibarri,82331.79
26363,175,Leonardo del Valle,76942.33
26364,175,Angélica Soledad Soliz,33397.8
26365,175,Isaac Tamez Quiñones,83914.71
26366,175,Mariana Zavala Bravo,139568.59
26367,175,José Manuél Ibarra Bravo,39155.2
26368,175,Dr. Ana Luisa Rendón,98311.3
26369,175,Andrea Débora Mojica Alarcón,130956.02
26370,175,Ariadna Villagómez Mesa,27824.78
26371,175,Lic. Mayte Torres,140747.98
26372,175,Juan Celia Verduzco Pulido,62756.03
26373,175,Karla Nicolás Ozuna,67040.7
26374,175,Rosario Alta  Gracia Olmos Dávila,81287.9
26375,175,Norma Carranza,128182.01
26376,175,Helena Gamboa Vanegas,131837.91
26377,175,Ricardo María Eugenia Alemán,127349.51
26378,175,Dr. Verónica Cruz,53044.62
26379,175,Ing. Carlota Urbina,118049.93
26380,175,Gregorio Georgina Terrazas Rivas,53494.59
26381,175,Ing. Eduardo Esquibel,140012.18
26382,175,Margarita Rafaél Venegas,108671.11
26383,175,Mtro. Clemente Mata,138540.47
26384,175,Guillermo Beatriz Baca Villanueva,136044.83
26385,175,Hernán Angélica Parra,58139.97
26386,175,Eva Sarabia,102733.18
26387,175,Camila Heredia,133530.13
26388,175,Lourdes María Teresa Peña,145934.1
26389,175,Dr. Mercedes Abreu,139412.34
26390,175,Teresa Claudia Regalado,21629.71
26391,175,Salvador Aurelio Longoria Saavedra,102098.13
26392,175,Octavio Cornelio Acosta Roybal,8667.18
26393,175,Cristian Santana Galván,10478.38
26394,175,Luis Miguel Orosco,24738.85
26395,175,Sonia Rendón,66686.92
26396,175,Nadia Fonseca,93700.52
26397,175,Ana Francisco Javier Pelayo,116540.07
26398,175,Martín Camilo Villagómez Villanueva,114242.43
26399,175,Anel Guzmán,139053.15
26400,176,Eugenio Tafoya,148079.61
26401,176,Mtro. María del Carmen Jimínez,102288.62
26402,176,Frida Teresa Ceballos Valdés,78237.69
26403,176,Irma Manuel Leal,84729.65
26404,176,Lic. Ana Hernandes,69712.26
26405,176,Abril Gálvez Regalado,84500.61
26406,176,Fernando Espartaco Ruiz,30828.45
26407,176,Antonio Mojica Badillo,24546.4
26408,176,Esperanza Olmos,13633.27
26409,176,Rocío Rubén Vázquez,38858.95
26410,176,Emilio María del Carmen Pantoja Prado,29913.41
26411,176,Isabel Botello Maldonado,55527.07
26412,176,Karla Mojica,35104.79
26413,176,Claudio Elvia Gonzales,34561.63
26414,176,Guillermina Henríquez Badillo,23834.24
26415,176,Serafín María Luisa Flores Salgado,19122.5
26416,176,Juan Concepción Cardenas,41752.38
26417,176,Ing. María Cristina Velasco,92373.47
26418,176,Arturo Miranda Casas,79741.42
26419,176,Jonás Concepción Partida,61953.79
26420,176,Karina Maldonado,47317.26
26421,176,José Eduardo Rojas,124751.69
26422,176,Eloisa Alvaro Yáñez,116494.48
26423,176,Serafín Ana María Chavarría Cardona,36637.45
26424,176,Salma Blanca Lucio Pedroza,29404.86
26425,176,Delia Escobar Caballero,38021.73
26426,176,Celia Sáenz,88577.16
26427,176,Elsa Villareal,24487.73
26428,176,José Eduardo Armando Rivero Heredia,147818.33
26429,176,José Eduardo Diana Franco Orellana,70995.29
26430,176,Alma Soledad Garibay,82088.61
26431,176,Sr(a). Noemí Ozuna,37633.27
26432,176,Mtro. Rebeca Ulloa,145421.14
26433,176,Elvira Claudio Rendón Carreón,121995.23
26434,176,Enrique Ilse Ordóñez,77187.29
26435,176,Margarita Solís Mares,106234.42
26436,176,María Elena Margarita Santillán Gallardo,126911.78
26437,176,José Carlos Olivárez Batista,108642.55
26438,176,Mayte Gaytán,14358.73
26439,176,Aldo Héctor Cardona Medrano,71949.31
26440,176,Noelia Timoteo Jasso,4680.57
26441,176,Sr(a). José María Casas,73184.71
26442,176,Victoria Jáquez Guajardo,111868.65
26443,176,Humberto Caraballo,146885.04
26444,176,Marisol Ybarra Vigil,88010.0
26445,176,Federico Karla Armas Montemayor,22106.47
26446,176,Mtro. Mauro Menchaca,66645.5
26447,176,Leticia Barbara Salgado,57531.46
26448,176,María Cristina Estela Razo,55433.08
26449,176,Caridad Camacho,3875.68
26450,176,Reynaldo Josefina Valdez,5741.51
26451,176,Mtro. Amelia Ballesteros,2602.98
26452,176,Lic. Magdalena Quiroz,13756.69
26453,176,Olivia Patricia Echeverría,141124.22
26454,176,Mtro. Mauricio Barela,123926.8
26455,176,Cristobal Gálvez,13541.76
26456,176,Zoé Caridad Lucero,92010.66
26457,176,Dr. Nelly Griego,58218.5
26458,176,Natalia Campos,90791.9
26459,176,Julio César Tórrez,131503.35
26460,176,Helena Jaramillo,103161.93
26461,176,Estefanía Zúñiga Muñoz,34943.64
26462,176,Agustín Isabela Meza Gálvez,118605.56
26463,176,Sandra Aragón Jiménez,87076.42
26464,176,Nelly Dalia Rivera Saldaña,82042.46
26465,176,Ana Botello,68692.83
26466,176,Beatriz Saucedo Alcaraz,145829.03
26467,176,Úrsula Lilia Santillán,145303.82
26468,176,Mitzy Concepción Contreras Villalobos,142340.35
26469,176,Sr(a). Amanda Girón,34302.67
26470,176,Lic. Delia Trejo,111370.68
26471,176,Isabel Mondragón Meza,100109.41
26472,176,Sr(a). Nicolás Guajardo,71376.45
26473,176,Cristina Mauro del Río,21991.91
26474,176,Ing. Débora Beltrán,38592.42
26475,176,Martín Bravo Girón,146296.68
26476,176,Raúl Juan Mota,46654.48
26477,176,Dr. Helena Guajardo,117772.2
26478,176,Aurora Pascual Madrid Valentín,141848.38
26479,176,Mtro. Uriel Delgadillo,137716.01
26480,176,Enrique Ana Luisa Castellanos,17160.24
26481,176,Norma Zúñiga,11852.41
26482,176,María Cristina Teresa Navarro,44704.5
26483,176,Ing. Joaquín de León,104917.28
26484,176,Asunción Beatriz Munguía Roque,38842.77
26485,176,Wendolin Zelaya Galván,52502.26
26486,176,Inés Ángel Arredondo,66098.35
26487,176,Aurelio José Luis Monroy Partida,48403.67
26488,176,José Carlos Villarreal Ybarra,36942.33
26489,176,Ignacio Zelaya Coronado,44450.57
26490,176,Natalia Aldo Trejo Mena,26255.69
26491,176,Dr. Jorge Marroquín,39440.62
26492,176,Ivonne González Regalado,32038.43
26493,176,Dr. Sofía Villareal,60509.49
26494,176,Nelly Feliciano,114350.43
26495,176,Yeni Gaitán,4935.52
26496,176,Nicolás Prado Collado,25477.44
26497,176,Elias Muro Cornejo,41972.81
26498,176,Pamela Jesús Padilla,98632.3
26499,176,Marisol Abelardo Gallegos Lovato,96661.78
26500,176,Lorena Tafoya,119113.82
26501,176,Marisol Alfredo Velázquez,14930.23
26502,176,Benjamín Sandoval Montemayor,62733.14
26503,176,Susana Rosado Corral,137842.46
26504,176,Ing. Hugo Carreón,59145.55
26505,176,Dr. Esther Meza,79545.8
26506,176,Salvador Vera Córdova,39825.22
26507,176,Leonardo del Río Loya,128483.68
26508,176,Amalia Rufino Arce,99564.16
26509,176,Sr(a). Jorge Ceja,135595.39
26510,176,Alicia Espino,47772.34
26511,176,Rosa Héctor Zamudio,76596.05
26512,176,Juana Gustavo Méndez,121897.0
26513,176,Benjamín Tórrez,133578.46
26514,176,Sr(a). Camilo Acosta,24691.99
26515,176,Mtro. Esmeralda Santana,32247.69
26516,176,Lic. Tomás Arevalo,145033.72
26517,176,Sr(a). Carlota Curiel,104327.89
26518,176,Soledad Luz Becerra,107033.01
26519,176,Jacobo Guillermo Huerta,17438.87
26520,176,María del Carmen Caballero Palacios,122372.92
26521,176,Hugo Silvia Saldivar Trejo,35741.11
26522,176,Alicia Laura Olivas,37517.82
26523,176,Gilberto Natalia Cardona,91896.65
26524,176,Yeni Francisco Salazar,19248.89
26525,176,Mtro. Francisco Maestas,15444.24
26526,176,Ana María Rubén Valles Godoy,65622.36
26527,176,Alfredo Cotto Longoria,97711.02
26528,176,Ing. Antonia Mata,54437.08
26529,176,Enrique Alicia Alonzo,130030.28
26530,176,Horacio Ramiro Almanza Saldivar,53970.29
26531,176,Leonor Villanueva,20672.79
26532,176,Delia Vera,41327.25
26533,176,Esperanza Esmeralda Fonseca Galarza,16709.27
26534,176,Adalberto Liliana Verdugo,8859.32
26535,176,Eduardo Gollum,112520.78
26536,176,Elias Marisol Sosa Parra,147246.52
26537,176,Gabino Garrido Puga,9481.04
26538,176,Dulce María Samaniego Marroquín,9446.57
26539,176,Nicolás José Eduardo Murillo,4384.03
26540,176,Vicente José Carlos Vélez,62364.58
26541,176,Lorena Martha Cardenas,67356.06
26542,176,Miguel Carrero,27993.17
26543,176,Alejandra Polanco Griego,53929.22
26544,176,Mtro. Esparta Ponce,34115.45
26545,176,Gregorio de la Torre Barrios,56415.05
26546,176,Cecilia Badillo,23810.34
26547,176,Luis Miguel Esquivel,48788.19
26548,176,María José Antonio Villagómez,76449.0
26549,176,Caridad Terán Armas,25876.58
26550,177,Marcos Mondragón,21331.62
26551,177,Karina Negrón León,111574.07
26552,177,Marisela Valladares Roldán,99324.52
26553,177,Sessa Wendolin Lozada Rosales,65295.07
26554,177,Bernabé Flórez,23760.56
26555,177,Sr(a). Elsa Carrión,59610.6
26556,177,Celia Estrada Cruz,100821.99
26557,177,Lic. Evelio Cardona,14871.77
26558,177,Luis Miguel Manuel Valladares Valles,5172.11
26559,177,Dr. Bernabé Roybal,144960.07
26560,177,Helena Itzel Tejeda Zamora,101586.09
26561,177,Leonor Saldaña,146020.63
26562,177,Sr(a). Eric Mares,59935.32
26563,177,Socorro Ordóñez,143708.4
26564,177,Ramiro Ramiro Maldonado,123813.42
26565,177,Emilio Aragón,26919.07
26566,177,Jacobo Muro,6046.05
26567,177,María José Alejandra Saiz,117510.31
26568,177,Jesús Jorge Brito,16391.69
26569,177,Carolina Armando Jiménez,6010.0
26570,177,Blanca Julio Marín Rubio,32995.79
26571,177,Sofía María José Montalvo León,115198.68
26572,177,Pascual Guerrero Aguilera,137470.03
26573,177,Germán Roldán Toledo,3460.23
26574,177,Antonia Soria Pelayo,74010.42
26575,177,Cristal Negrón Laboy,40319.72
26576,177,Jacobo Alba Pineda,22882.32
26577,177,Alfonso Garay,116384.73
26578,177,José Eduardo Aida Serrano,79724.78
26579,177,Sr(a). Raúl Mendoza,46343.87
26580,177,Miguel Iván Beltrán,107186.01
26581,177,Jacinto Iván Sánchez,44169.41
26582,177,Isabel Tania Archuleta,2189.35
26583,177,Rodolfo Peres Llamas,138580.05
26584,177,Jerónimo Centeno,8267.27
26585,177,Cristobal Olivárez Jaime,27757.71
26586,177,Vicente Aurora Alcántar Partida,3573.17
26587,177,Rafaél Dalia Crespo Bahena,84366.13
26588,177,Jaqueline Velásquez Benavides,122925.29
26589,177,Elena Humberto Durán,135398.44
26590,177,Rubén Estrada Gaona,149922.16
26591,177,Bernardo Abel Santiago Pizarro,140726.4
26592,177,Mtro. José Carlos Villareal,138968.29
26593,177,Roberto Adriana de la Fuente,12443.99
26594,177,Sr(a). Jacobo Valdés,107544.33
26595,177,Bernardo Rosario Velasco de Anda,97843.77
26596,177,Jaime Zúñiga,117642.84
26597,177,Raquel Pichardo Brito,86016.97
26598,177,Elvia Angulo Mayorga,137376.76
26599,177,José Luis Isaac Melgar Aguilar,30688.23
26600,177,Enrique Horacio Montez,135598.98
26601,177,Ángela Aponte,109389.04
26602,177,Lic. Lucas Herrera,88616.58
26603,177,Indira Nayeli Elizondo Chapa,105598.67
26604,177,Cynthia Benítez,121966.82
26605,177,Fidel Abril Venegas Villaseñor,147084.5
26606,177,César Emiliano Botello,58622.4
26607,177,Miguel Roldán Arenas,72830.47
26608,177,Ing. Eric Rojas,16501.78
26609,177,Dr. Anabel Frías,142565.92
26610,177,Arturo Mayte Marroquín Ayala,21105.44
26611,177,Dr. Alvaro Córdova,134217.61
26612,177,Minerva Arreola,147642.31
26613,177,Sr(a). Alejandra Molina,71721.99
26614,177,César de León,108444.04
26615,177,Ofelia Ureña,92164.04
26616,177,Sr(a). Roberto Hernández,9200.26
26617,177,Asunción Estela Griego,52559.27
26618,177,Noelia Arriaga,64890.39
26619,177,Lic. Omar Lomeli,14072.06
26620,177,Guillermina Beatriz Jaimes Hinojosa,127339.41
26621,177,Cristian Muro Escalante,72591.52
26622,177,Ramiro Moreno,64995.65
26623,177,Ariadna Serrano,18519.16
26624,177,Julio Ulloa,65573.8
26625,177,Gloria Angélica Alvarez Balderas,17173.07
26626,177,Alma Páez,35307.4
26627,177,Nayeli Véliz Balderas,2684.24
26628,177,Mtro. Lucas Patiño,107386.86
26629,177,Arturo Olivares Llamas,69830.82
26630,177,Sr(a). Alfonso Tello,136381.04
26631,177,Gabino Piña Terán,112049.35
26632,177,Citlali Villalobos,113836.6
26633,177,Catalina Hurtado Lara,118114.29
26634,177,Aurelio Vela Mora,55111.5
26635,177,Leticia Acosta,94247.78
26636,177,Blanca Leiva,138295.27
26637,177,Ing. Olivia Limón,42638.35
26638,177,Ing. René Figueroa,40849.36
26639,177,Carmen Jáquez,82461.27
26640,177,Dulce María Arcelia Mojica,15762.92
26641,177,Yeni Camarillo Rivas,56713.25
26642,177,Eloisa René Brito,128390.26
26643,177,Jacobo Yeni Serrano,130767.87
26644,177,Noemí Gutiérrez,15880.27
26645,177,Gonzalo Brito Patiño,131461.93
26646,177,Armando Violeta Corrales Porras,82658.61
26647,177,Miguel Cristal Sisneros,81386.44
