pid,restid,nombre_plato,descripcion,precio
388,38,Ensalada de arroz basmati,Aut quia recusandae assumenda commodi quam earum. Impedit dolore aliquid illo cum blanditiis possimus.,17351.86
389,38,Cuscús con verduras,Officiis eos consequatur repellendus. Ipsum repellendus soluta ipsam delectus nam.,8913.04
390,39,salpicón de marisco,Necessitatibus nam quidem exercitationem harum eaque. Maxime pariatur modi voluptate tempora at.,8845.83
391,39,Fetuccini con berenjenas,Non sunt suscipit qui provident fugiat beatae. Ullam repellendus veritatis adipisci. Sit minima vitae.,14324.73
392,39,Salchichas al vino,Consequuntur nobis vero sequi iusto. Ut magnam quibusdam ullam similique. Adipisci placeat neque aspernatur reiciendis impedit.,16102.8
393,39,Ensalada de lentejas y queso curado,Cum quam numquam totam excepturi voluptatum. Eaque autem modi consequatur voluptatibus rem maiores. Quas ducimus ipsum quas.,16811.15
394,39,Ensalada de champiñón y calabacín,Natus in totam consectetur architecto amet. Nulla fugiat autem earum quidem quibusdam. Unde sequi maiores nostrum molestias officia ipsa.,8608.85
395,39,Sanjacobo,A rem provident facere rerum dicta dolore sunt. Soluta blanditiis porro. Alias accusantium culpa adipisci animi in.,18244.16
396,39,Cous cous de naranja y pimiento rojo asado,Nulla molestiae quas rem. Omnis ratione rem neque harum. Consectetur nulla mollitia.,2127.18
397,39,"Ensalada de rúcula, queso y frutos secos",Doloremque quidem similique delectus consequuntur inventore. Sequi quam repellendus ducimus.,13664.07
398,39,Ensalada fritanga,Voluptatum voluptates voluptatibus. Rem ad illo quisquam. Nesciunt qui dolores error culpa.,24728.52
399,39,"Macarrones con salchichas, champiñones y ajos tiernos",Illo non id debitis aliquam. Voluptate mollitia error rerum harum sed. Expedita deleniti dolores. Nam beatae beatae dolore perferendis maxime minus.,4012.8
400,40,Ensalada de pera y queso emmenthal ,Accusamus illo dolore qui totam quaerat. Odio enim minima quidem sunt odit.,24947.27
401,40,Cuscús mediterráneo de Julius,Deserunt sequi cupiditate ad perferendis ut sequi. Ipsa minima officiis impedit voluptate fugit. Itaque autem rerum corporis eius repellat. Placeat consequatur esse labore beatae labore tempora.,12711.79
402,40,Palometa al horno con pimientos asados y queso feta,Facilis porro praesentium dicta excepturi aut voluptate. Laboriosam dolore assumenda occaecati nulla harum voluptatibus enim.,17458.93
403,40,Ensalada griega,Cumque corrupti repellendus nulla. Labore est nesciunt non iste. Soluta consequuntur sequi magni quis quaerat. Ipsa vel perferendis assumenda.,23296.05
404,40,Guiso de Carne con Alcachofas,Nostrum laboriosam quibusdam. Animi facere et sit.,17176.46
405,40,Ensalada de calabacín y pollo,Optio dolor qui officia cupiditate rem earum. Vel amet quas perferendis autem eos. Perspiciatis distinctio aperiam numquam.,24722.26
406,40,Atún a la plancha marinado en mostaza,Nihil eaque nemo fuga animi eum quidem. A tenetur dicta ipsum porro. Aut illum labore.,19391.52
407,40,Arroz con champiñones y espárragos trigueros,Odit accusamus laborum provident fugiat velit provident. Quod vel veritatis facilis dolores consequuntur nesciunt. Rerum ut et.,23468.88
408,40,Lenguado frito,Corrupti at nihil blanditiis tenetur sint. Rerum quis quae odio rem repellat nobis.,5037.97
409,40,Ensalada de garbanzos con comino,Libero veritatis illo nostrum ab vitae quasi amet. Modi ad ea alias optio similique. A alias numquam similique ducimus eos accusamus.,6241.36
410,41,Besugo Vitoria,Incidunt quo iusto delectus dolores. Repudiandae deleniti tempore repudiandae beatae illo at.,7047.12
411,41,"Ensalada de pollo, queso fresco y piñones",Impedit animi vitae velit incidunt quis. Commodi dolores temporibus.,6005.15
412,41,Fajitas,Asperiores repudiandae nemo sint inventore. Quasi maiores esse porro. Accusamus excepturi suscipit dolore ducimus quod ipsam.,15656.81
413,41,Besugo Vitoria,Facere fugiat doloribus possimus ipsam. Enim distinctio natus earum molestiae. Reprehenderit quam ea.,18377.7
414,41,Pollo marinado con salsa de limón y miel,Facilis molestiae a quo. Officiis ut a.,17981.2
415,41,Pez espada a la plancha,Dolor quae autem occaecati. Deserunt delectus vitae ex officia debitis accusamus vel.,4822.59
416,41,Garbanzos con pisto a la moruna,Laborum enim a quidem aspernatur recusandae cum. Laboriosam necessitatibus veritatis animi mollitia molestias. Neque molestiae accusantium rerum temporibus.,23359.58
417,41,Salmonetes con tomate,Magnam perferendis consequuntur enim vel consequuntur. Magnam aliquam necessitatibus id.,22277.79
418,41,Lasaña con champiñones,Optio magnam in nisi cum qui.,24898.43
419,41,Ensalada de trigueros y atún fresco,Sed accusamus eaque nesciunt vitae similique. Sint autem quod dolore possimus ut numquam.,16799.9
420,42,Estofado de ternera a la sidra,Recusandae dolor molestiae ad quos fuga. Porro laborum eius voluptates provident. Illum inventore ab pariatur illum velit quod.,4287.78
421,42,Spaghetti con pesto a la siciliana y piñones,Cumque consequatur magnam fuga. Quisquam ullam incidunt facere veritatis amet.,4451.41
422,42,Salmón en papillote,Magnam eos molestiae qui veniam voluptatibus error. Architecto exercitationem quas ratione sunt libero iure deleniti. Quibusdam odio quae.,7827.04
423,42,Brócoli con jamón y bacon,Ab asperiores nulla vitae. Cum ipsa et neque fugiat consectetur.,3384.51
424,42,Salteado de garbanzos con pollo y verduras,Voluptatum possimus deleniti aspernatur ut in temporibus. Voluptatibus vel dolores. Et voluptatibus cupiditate corporis quaerat in.,10954.33
425,42,Fajitas,Accusantium dolores officiis delectus. Illum quibusdam explicabo labore. Illum quos harum saepe consequatur.,3757.86
426,42,"Ensalada de pollo, queso fresco y piñones",Maiores ex praesentium culpa consequuntur. Odio quis totam aut culpa.,18788.47
427,42,Ensalada de pollo con anacardos,Dolorum facilis tenetur cupiditate dolorem. Cum voluptate iusto accusantium asperiores nobis porro.,14858.84
428,42,Fritada de pulpo,Corporis dolore labore labore repellat perspiciatis consequatur. Illum sunt pariatur fugiat explicabo minus.,3096.08
429,42,Macarrones blitz,Consequatur ad quasi voluptatibus. Ad eius quasi corrupti architecto.,3740.4
430,43,"Ensalada de higos, queso de cabra y nueces con vinagreta de melaza",Esse repellendus doloremque corporis repellendus. Modi cumque quibusdam nulla exercitationem incidunt magni.,16895.77
431,43,Albóndigas de bonito,Porro perferendis illo quia. At corporis nesciunt consequatur numquam harum. Nihil quo similique non eius.,2677.39
432,43,Spaghetti con chipirones y verdurillas,Ratione nostrum vel quibusdam laudantium. Aspernatur nobis nihil neque.,7948.93
433,43,Cuscús al estilo griego,Consequatur provident nam odit accusamus quibusdam veritatis. Culpa minima maiores.,23020.91
434,43,Solomillo al jerez,Voluptates impedit nam non. Repudiandae adipisci dolorum eveniet at molestias.,16194.02
435,43,Sanjacobo,Incidunt perferendis non.,13459.31
436,43,Ensalada de espinacas en pomelo,Eum officia dicta harum inventore nemo nulla. Atque delectus tempora ratione provident tempore at. Quo dolores ut fugiat alias esse voluptates.,11500.74
437,43,Estofado de ternera a la sidra,Reiciendis alias magni ex. Nam autem id molestias.,12270.64
438,43,Ensalada de calabacín y salmón marinado,Quam exercitationem nulla pariatur officia quia veniam. Dolore velit enim inventore recusandae inventore. Sequi illum minus facilis in.,22128.32
439,43,Sardinas con vinagreta de menta,Cum quo deleniti quos. Aspernatur magni quas placeat rerum. Officia temporibus reprehenderit rem id perferendis praesentium.,8947.94
440,44,Ensalada de queso de cabra con mermelada de frambuesa,Eaque dignissimos fugit. Natus sequi saepe eum pariatur. Id repellat autem molestias sequi tempore.,17148.96
441,44,Taboulé perfumado con aromas cítricos,Nobis at odit ullam. Illum quisquam id dolores possimus. Possimus error impedit maxime temporibus voluptatum in.,11260.49
442,44,Lenguado frito,Dicta adipisci debitis quis quasi.,10183.96
443,44,Macarrones blitz,Accusantium eius iure quibusdam ad. Dolorum dignissimos cupiditate.,18061.86
444,44,Chuletas al vino de Málaga,Iste ad repellat facere labore. Libero voluptas et iusto omnis perspiciatis.,15294.68
445,44,Ceviche de dorada y langostinos con mango,Reprehenderit eaque corrupti nihil. Dolorum laudantium cupiditate recusandae eveniet quibusdam natus. Magnam rerum facere reiciendis.,21593.85
446,44,"Ensalada de espinacas, queso de cabra, piñones, bacon",Beatae iure inventore voluptates at non.,6555.65
447,44,Salmón en papillote,Alias consectetur nostrum nesciunt at quaerat. Quidem tempora ab perferendis.,13526.38
448,44,Ensalada campera,Esse doloremque autem vitae aperiam a nam. Voluptatibus suscipit accusamus explicabo.,7390.44
449,44,Verduras a la plancha,Delectus vitae dolor vero. Dolores iure est possimus. Debitis eius suscipit fugiat corrupti magnam vel.,22339.63
450,45,Fritada de pulpo,Sint alias animi est aliquid porro inventore. Quia ad ea dolor repellendus.,8433.13
451,45,Pez espada a la plancha,Esse dolorum quaerat dicta odio expedita modi veritatis. Laudantium optio vel blanditiis veritatis. Maiores reprehenderit sunt tempore dolor ad consequuntur.,11676.1
452,45,Canelones de atún,Veritatis aspernatur soluta dolorum fugiat. Totam sunt molestiae architecto natus doloribus voluptatum. Ipsam quam eaque aliquid sequi hic.,24555.69
453,45,Albóndigas con menta y sésamo,Harum ab asperiores at expedita. Laboriosam reprehenderit quis eius omnis aspernatur nesciunt pariatur.,15346.77
454,45,"Ensalada de espinacas, queso de cabra, piñones, bacon",Eos sunt voluptates quasi beatae adipisci necessitatibus. Neque occaecati iusto voluptate doloremque tempore minima.,13870.09
455,45,Spaguetti con salsa de champiñones,Maxime recusandae doloremque quo repellat voluptate. Nisi sunt ex.,17343.66
456,45,Salmonetes con tomate,Ullam debitis tempore et. Doloribus officiis corrupti sit modi dolor voluptates. Alias quam nisi quaerat voluptatem adipisci. Reprehenderit itaque consectetur nobis perspiciatis.,8929.68
457,45,"Ensalada de rúcula, queso y frutos secos",Sit illum reprehenderit cumque.,19158.43
458,45,Pollo al limón,Accusamus nostrum eligendi praesentium. Unde ut debitis explicabo. Unde natus non repellendus eos iure nihil.,22513.23
459,45,"Macarrones con salchichas, champiñones y ajos tiernos",Nam officia occaecati tempore ipsum vero est. Excepturi libero placeat.,8161.28
460,46,Garbanzos con pisto a la moruna,Dolor repudiandae rem maxime ea culpa. Vel ad culpa quaerat excepturi nam. Odio voluptas iusto est.,15851.63
461,46,Sanjacobo,Quidem molestias sint minus. Possimus voluptates nihil veritatis pariatur labore possimus. Fuga distinctio dolores dolorum molestias unde pariatur occaecati.,15593.13
462,46,Espaguetis con gambas al ajillo,Ut numquam reiciendis illum eligendi quae. Aliquam adipisci aperiam officiis vitae iure nemo. Nihil quas ipsa dicta provident quibusdam assumenda. Illum est sit cumque dicta voluptatibus laboriosam aliquid.,7642.58
463,46,Bonito a la vasca,Facere eaque laborum enim nemo ducimus. Sunt debitis aliquid mollitia blanditiis doloremque cumque.,7521.53
464,46,salpicón de marisco,Sit necessitatibus facere eum eveniet. Assumenda nulla tempore dignissimos ab amet commodi quia.,5947.71
465,46,Salteado de verduras y ternera,Ipsam commodi officia quisquam unde quibusdam. Quibusdam cupiditate voluptate nam facere corporis deserunt. Qui fugiat veniam praesentium ducimus.,19072.16
466,46,Ensalada de arroz basmati,Quam quibusdam blanditiis ipsam. Natus neque earum quos tempora id.,22755.57
467,46,Ensalada de lentejas,Nobis magnam libero molestias illum. Rem doloribus velit sequi. At beatae ratione sit porro cum reprehenderit sunt.,12884.66
468,46,Albóndigas de bonito,Odio magnam officiis. Iste ex hic deleniti excepturi commodi. Ipsam in veritatis ex voluptate necessitatibus.,18964.96
469,46,Spaguetti con salmón,Porro laudantium dolorem aperiam voluptate nostrum mollitia odit. Doloribus sit sapiente tempora.,17965.07
470,47,Trucha con jamón,Possimus explicabo incidunt. Iure dolores accusantium ipsam id quibusdam nisi. Illo cumque corrupti aliquid ut incidunt error.,4408.7
471,47,"Pasta con alcachofas, tomate y aceitunas negras",Minus ducimus facilis a. Enim cumque similique corporis dicta occaecati illum.,5669.86
472,47,Chuletas al vino de Málaga,Atque nam accusamus est aspernatur reprehenderit laudantium deleniti. Perferendis animi nam itaque at dolores voluptatibus. Maxime modi ab magnam iusto ipsa eos ex.,6773.08
473,47,Empanada de bonito,Dolorum totam deserunt. Sed a eos molestias.,9013.8
474,47,Fritada de pulpo,Voluptas at aut ducimus ipsa eos numquam vitae. Ab voluptas amet minima illo sequi ullam.,3851.7
475,47,Ensalada fritanga,Voluptatum magni nisi maxime illo.,13544.98
476,47,"Ensalada de tomate, bacalao y queso de cabra",Unde quasi dolorum eligendi. Quaerat earum nemo nobis repellat amet voluptate. Cupiditate consectetur animi blanditiis veniam recusandae deleniti quisquam.,9107.77
477,47,Cuscús al estilo griego,Eligendi expedita hic laborum impedit corporis. Quam excepturi ullam corrupti vero tempore dolorem alias. Reprehenderit in voluptatibus at.,18194.68
478,47,Ensalada de queso de cabra con mermelada de frambuesa,Dignissimos nam corporis minima quas officia vitae exercitationem. Maiores consectetur ut.,19861.61
479,47,"Risotto de champiñón, jamón y rúcola con puerro confitado",Ratione nobis deserunt aperiam nihil. Provident deleniti beatae. Temporibus aliquid natus cupiditate voluptas perspiciatis magni.,2045.25
480,48,"Macarrones con calabacín, pimientos y tomates",Molestias pariatur consequatur rem. Reprehenderit quo reprehenderit repudiandae ex laborum repellat.,6385.53
481,48,Atún a la plancha marinado en mostaza,Optio eos ratione impedit pariatur blanditiis. Vitae rem possimus nihil eos. Mollitia vero facilis explicabo cumque possimus fuga.,20528.48
482,48,Garbanzos con vegetales,Itaque harum adipisci vero ex aliquam quasi. Architecto quibusdam aliquam aliquam molestiae error accusantium. Ab ipsa quis architecto cumque tempore sit perferendis.,12421.3
483,48,Pollo al ajillo,Soluta dolore illo porro sit eius nisi. Cumque consectetur ad. Cum adipisci repellat.,9209.58
484,48,Chacinitas,Perspiciatis est sunt. Dicta aliquam eveniet maxime. Eligendi ducimus vel reiciendis.,2380.39
485,48,Brócoli con jamón y bacon,Beatae exercitationem necessitatibus fuga doloremque ipsa. Aspernatur commodi odit necessitatibus officia corrupti. Rem dignissimos placeat rem.,18425.69
486,48,Guisantes a la menta,Minus nobis accusantium consequuntur neque veritatis. Quia expedita repellendus. Incidunt consequatur nobis.,23073.87
487,48,Ensalada de garbanzos a la naranja,Occaecati fuga dolorem magni dolor. Inventore voluptatibus eius placeat earum.,2478.2
488,48,Caballa con salsa de ajo y zumo de limón,Tempora fugiat commodi suscipit. Natus vel odio sunt aperiam incidunt odit. Iste labore ullam voluptatibus aut cumque eaque.,6697.59
489,48,"Ensalada de naranja, rúcula y bacalao ahumado con aceite de mango y mostaza",Ea illum minima quaerat deserunt assumenda. Voluptatibus mollitia reprehenderit.,13583.3
490,49,Ensalada de pollo,Illo molestiae consequatur officia molestias accusamus dolore cumque. Adipisci voluptate voluptates optio quisquam amet corrupti. Ipsa incidunt aliquid quod commodi alias laborum corporis.,8686.39
491,49,Ensalada de patatas con naranja,Voluptatum dicta libero modi cum reprehenderit. Nobis eligendi ab ex placeat officiis.,17786.79
492,49,Fritada de bacalao y verduritas,Quos odit molestiae iusto. Laborum corporis cupiditate nesciunt quae consequuntur.,23570.55
493,49,"Pasta con alcachofas, tomate y aceitunas negras",Ea possimus placeat corrupti. Repellat maiores voluptate nisi. Facere dolorum incidunt blanditiis eos rerum dolore laudantium.,8824.6
494,49,Tallarines cuatro quesos,Ipsa in corrupti illum. Cum tenetur quisquam ipsum commodi rerum quam. Placeat fugiat exercitationem libero dicta placeat.,16916.08
495,49,Albóndigas con menta y sésamo,Sed molestiae a ut nihil. Adipisci fugit adipisci.,18056.07
496,49,Cuscús con pimiento rojo y berenjenas,Necessitatibus soluta cumque consequuntur nesciunt officiis. Eum harum natus.,2914.02
497,49,Risotto de Gambas y Espárragos,Autem possimus velit earum. Animi a natus quia architecto suscipit. Aperiam soluta quibusdam ducimus.,2721.17
498,49,Cuscús al estilo griego,Perspiciatis quam aspernatur optio quaerat. Voluptate blanditiis officiis maxime pariatur accusantium eum. Sed consectetur sequi eos ut.,13316.57
499,49,Berenjenas al horno con queso feta,Debitis tempore totam minima odit odio iste.,16221.85
500,50,Lubina a la espalda,Fuga quasi quod id voluptates adipisci. Cupiditate animi corporis deserunt voluptatum. Vitae ducimus saepe voluptatem assumenda molestias.,16273.4
501,50,Estofado de ternera a la sidra,Aliquid perferendis laboriosam quisquam reprehenderit quibusdam rem. Commodi numquam quis illum enim dicta libero. At quidem maiores ad.,18853.88
502,50,Salteado de verduras y ternera,Nisi officia ratione soluta veritatis quisquam quas id. Sapiente nulla repellendus pariatur sunt facilis. Aut dignissimos laborum dolorem.,8580.32
503,50,Espaguetis con puerros,Accusamus inventore dolorem illo nisi iure tenetur repellendus. Tempore earum incidunt. Minus earum dolorum eaque vero adipisci.,16985.34
504,50,Empedrat,Nemo nisi provident. Totam corrupti rem non a ipsam quaerat magni.,20269.17
505,50,"Pechuga de pollo con shiitake, pistachos y cerveza",Deleniti tempora officia nostrum commodi eos unde. Eveniet id et.,8922.44
506,50,Ensalada templada de espinacas y verduritas,A tempore perspiciatis praesentium similique exercitationem. Non ad ratione aliquam eum quasi odio. Quo error consectetur asperiores eligendi ullam. Dicta quo aperiam amet ipsa laborum voluptatum.,4825.04
507,50,Arroz con champiñones y espárragos trigueros,Facere dolor quibusdam et impedit modi quisquam. At esse tempora explicabo.,24776.4
508,50,Arroz integral con verduras al curry,Laboriosam totam occaecati quis. Earum ullam inventore qui magni voluptas. Id quaerat mollitia asperiores eum corrupti.,21206.96
509,50,"Macarrones con salchichas, champiñones y ajos tiernos",Illo sed ea laboriosam autem porro doloribus. Laboriosam in rerum vitae culpa.,17723.5
510,51,Salteado de garbanzos con pollo y verduras,Unde inventore tempora asperiores nisi eius. Natus explicabo soluta ut nesciunt iusto suscipit. Hic voluptates animi laudantium.,23730.93
511,51,Chacinitas,Sapiente debitis commodi consequatur ea corporis. Eum harum aliquam voluptas ipsum necessitatibus.,8053.36
512,51,Sardinas con vinagreta de menta,Cupiditate eveniet impedit velit dolorem adipisci doloremque asperiores. Quaerat officiis voluptatum unde excepturi ex. Molestiae molestias ex a asperiores libero.,23375.13
513,51,Spaguetti con almejas,In expedita quae suscipit eos eveniet. Commodi voluptas aliquid nam.,15137.79
514,51,Macarrones integrales al pesto con jamón ibérico y nueces,Ut modi beatae inventore aperiam quia sunt. Mollitia excepturi nostrum quas.,21489.81
515,51,"Ensalada de jamón serrano, uvas y avellanas",Minus accusantium placeat ad deserunt. Quo perferendis nobis cumque harum autem. Fugit similique laudantium placeat dolore blanditiis corporis. Reiciendis culpa ad illo nostrum repellat.,4005.34
516,51,Ensalada de lentejas con endivias,Distinctio tenetur fuga distinctio consequatur pariatur est.,13862.54
517,51,Albóndigas con menta y sésamo,Consequatur eum beatae fugit nulla quas enim. Eos quibusdam ipsa voluptatem. Possimus unde beatae. Laborum hic sunt quis ipsa.,14001.26
518,51,"Spaguetti con pulpo, verduritas y salsa de soja",Tenetur libero id fuga incidunt facilis vero. Nihil nisi doloremque totam commodi.,23727.98
519,51,Sanjacobo,Accusantium culpa sapiente voluptatem recusandae doloribus amet. Quo nostrum temporibus maiores.,16289.69
520,52,Fritada de bacalao y verduritas,Nobis laboriosam debitis.,22542.87
521,52,Macarrones con berenjenas,Architecto excepturi repellat eligendi explicabo sint eveniet distinctio. Sapiente nesciunt non est officia.,24312.53
522,52,Ensalada de pera y queso emmenthal ,Nemo tempora atque. Temporibus nisi iusto assumenda labore optio molestias. Ex est modi rerum quia.,17230.11
523,52,Trucha con jamón,Atque suscipit repudiandae incidunt facere repellat. Esse animi ad inventore illo.,4551.14
524,52,Habitas con jamón,Exercitationem est ipsum voluptate reprehenderit aperiam nostrum. Doloribus odio labore corporis aperiam.,2388.53
525,52,Ensalada de tomate y queso de burgos,Blanditiis saepe asperiores veritatis aliquam voluptate. Aspernatur quam sed sequi odit ex. Dolore dolorem excepturi.,17286.32
526,52,Macarrones con verduras,Sunt repellendus harum ipsa quidem aperiam illo. Libero consequatur molestias ea delectus qui.,14360.84
527,52,Ensalada polluda,Quas aliquid sint quo iusto numquam. Voluptatibus molestias molestias perferendis in. Pariatur atque impedit quidem.,3393.41
528,52,Fideos con calabacines,Id quasi ab quis molestiae minima. Atque incidunt cupiditate labore. Est quo unde molestiae fuga nisi.,23830.46
529,52,Bacalao estilo Rocío,Sapiente unde voluptatum molestias dicta. Officia recusandae ea consectetur laudantium. Exercitationem similique dignissimos esse distinctio deserunt.,4689.8
530,53,Ensalada del musico,Adipisci blanditiis dolorum temporibus laudantium sed. Adipisci natus sed.,24969.23
531,53,Montaditos de lomo,Fuga officiis earum. Laborum quae laudantium. Doloremque libero quasi.,16360.72
532,53,Ensalada cariñosa,Dolore officia fugiat deleniti ex. Consectetur voluptas labore laboriosam quas.,10772.29
533,53,Pollo con almendras,Suscipit ad maiores maiores. Non dolor cumque dolor.,6952.66
534,53,"Macarrones con calabacín, pimientos y tomates",Quia provident saepe inventore incidunt consectetur delectus.,10376.29
535,53,Ensalada de garbanzos con comino,Incidunt saepe laboriosam voluptates eos. Quos ipsum enim ad excepturi ut.,17372.68
536,53,Spaguetti con almejas,Voluptatum ipsam tenetur inventore iusto mollitia ipsum. Unde error facilis ipsam assumenda iste ipsam. Dolor tempora iste et rerum.,17662.73
537,53,Flamenquines,Consequuntur sunt eaque esse dicta rerum. Atque tempore ut exercitationem ratione voluptate.,22486.75
538,53,Ensalada de espinacas en pomelo,Repellendus eaque debitis quis autem dolor at. Quis fuga alias nisi nobis laudantium. Quidem qui vitae vel cumque eligendi.,4253.56
539,53,Champiñones con puerros,Nobis laudantium quidem placeat. Consequatur facere facere quasi quos maxime.,7084.17
540,54,Bacalao ajoarriero,Sit placeat impedit doloribus eveniet. Delectus excepturi odio eveniet dolorum sit modi. Unde recusandae ipsum tenetur sit voluptatum alias.,22496.11
541,54,Raviolis de queso y nueces con pesto de calabacines,Delectus maiores temporibus. Excepturi atque placeat maiores mollitia. Harum autem ipsam ducimus.,14664.63
542,54,Pollo frito,Adipisci laborum facere dolorem consectetur expedita.,8969.68
543,54,Ensalada tibia de judías verdes con vinagreta de tomate,Magnam doloribus accusantium totam distinctio deserunt suscipit. Cupiditate maxime doloremque nesciunt rerum quos velit. Animi voluptatibus repudiandae nobis illo fugit at. Debitis perferendis laudantium iste neque cumque ab.,12062.65
544,54,Fideos chinos con pollo y almendras,Ad error itaque aut. Consectetur a fugiat at incidunt. Possimus occaecati magnam quaerat fugit hic fuga.,17192.74
545,54,Brochetas de solomillo.,Voluptas aliquam nulla. Eum voluptatem enim ex.,19663.62
546,54,Ensalada de pollo con endibias y champiñones crudos,Itaque natus beatae veniam nam a. Possimus atque odio dolorem voluptates.,23181.82
547,54,Ensalada de lentejas y queso curado,Delectus alias facere. Optio harum doloremque sit ratione dolore. Autem labore rerum illum itaque.,24248.68
548,54,Berenjenas rellenas de verduras,Consequatur repudiandae similique consectetur perspiciatis.,15169.07
549,54,Guisantes a la menta,Fugiat harum a debitis iusto ipsam. Quo occaecati animi totam deserunt perspiciatis nostrum. Nisi minus maxime. Ut earum sit fugit ipsum nisi corporis repudiandae.,17194.53
550,55,"Ensalada de tomate, bacalao y queso de cabra",Sint debitis consequatur nam nobis. Reiciendis nisi doloremque iure.,6551.68
551,55,Salteado de verduras y ternera,Quasi molestias praesentium. Deserunt necessitatibus dicta magnam id magnam delectus.,18356.12
552,55,Pochas en vinagreta,Doloribus facilis non velit aspernatur sapiente.,12152.2
553,55,Salteado de judías con maiz,Similique quisquam impedit ipsa praesentium cumque. Ex laboriosam alias vero alias. Deserunt temporibus ut similique accusantium tempora.,12120.77
554,55,"Macarrones con calabacín, pimientos y tomates",Quisquam doloremque veniam. Placeat blanditiis excepturi et deserunt.,2435.95
555,55,Huevos rellenos,Optio assumenda ullam dolorum. Laudantium mollitia cupiditate dolores sed. Ab voluptate alias illum labore quod eligendi.,17216.21
556,55,Guisantes a la menta,Natus dolor numquam eveniet totam mollitia.,14571.41
557,55,Montaditos de lomo,Fugit asperiores tempora labore esse sequi. Rerum id neque asperiores. Totam quo maxime.,24833.7
558,55,"Ensalada de canónigos, jamón de pato y perdíz escabechada",Quas expedita in. Enim minus amet. Necessitatibus non sequi vitae adipisci qui. Enim laboriosam alias fugiat iusto excepturi.,7155.92
559,55,Ensalada de lentejas a la menta,Debitis quis beatae voluptatibus quos assumenda assumenda. Illo in commodi corrupti ipsa impedit. Mollitia debitis saepe sit repellat.,11277.37
560,56,Caballa al horno,Nemo earum cum hic aperiam. Eaque consequuntur repellat explicabo voluptatem accusantium. Itaque optio repellendus corrupti distinctio natus itaque provident.,5633.75
561,56,Chipirones rellenos de cebolla caramelizada,Alias deleniti nam accusantium commodi soluta rerum. Nostrum similique deleniti in.,10485.79
562,56,Lubina a la espalda,Hic sint vitae numquam. Nesciunt doloribus commodi ut repudiandae odit. Perferendis eius necessitatibus.,23149.59
563,56,Ensalada cariñosa,Ipsum unde laudantium saepe eveniet. Eum architecto fugit ducimus.,3921.69
564,56,Ensalada Waldorf,Assumenda esse iure eligendi reprehenderit fugiat. Nostrum quod repudiandae hic commodi inventore. Corrupti distinctio perspiciatis quasi voluptas.,6138.08
565,56,"Pechuga de pollo con shiitake, pistachos y cerveza",Error provident sapiente rerum iste eius rerum. Quidem voluptas reiciendis soluta aliquid exercitationem. Ducimus quidem dolorum accusamus consequatur. Tempore sint consectetur numquam tempora consequatur.,7307.17
566,56,"Pechuga de pollo con shiitake, pistachos y cerveza",Omnis iusto facilis officiis quaerat. Accusamus quod saepe. Vel quam unde porro.,8878.71
567,56,Lomo con verduras,Ducimus eos harum quia blanditiis sapiente. Ut voluptate amet eaque. Dignissimos non accusamus quis enim quaerat officia.,8119.5
568,56,Ensalada malagueña,Natus facilis expedita alias amet magnam. Sequi temporibus fuga sint consequatur quaerat accusamus eius. Adipisci quo quia sint quas.,7195.48
569,56,Judías con chorizo,Quasi consectetur debitis dignissimos. Optio amet delectus voluptatibus. Enim excepturi magnam corrupti ea consequuntur ipsa.,23386.14
570,57,Flamenquines,Dicta et veniam excepturi ex odit rerum. Sequi perspiciatis aut cupiditate sed rem illum.,6303.08
615,61,Ensalada de lentejas y queso curado,Dicta dolores ut consequuntur a. Accusantium consequatur doloremque quisquam amet error perferendis.,3308.87
571,57,Verduras a la plancha,Dolor placeat magni voluptates blanditiis perspiciatis corrupti similique. Commodi illum atque odit vero culpa porro quos. Animi totam consectetur quidem.,20348.99
572,57,"Macarrones con salchichas, champiñones y ajos tiernos",Eligendi repudiandae qui praesentium quos rerum eaque. Aut quia quisquam eos expedita quos. Voluptatibus dignissimos sequi dicta.,4267.93
573,57,Bacalao estilo Rocío,Similique culpa sint at. Asperiores animi nesciunt ipsum et earum.,17375.12
574,57,Macarrones blitz,Sequi vero repellendus blanditiis. Molestiae consequuntur deserunt dolore vel sapiente itaque.,19539.16
575,57,Pollo con almendras,Harum harum sed eaque modi facilis. Fugiat cumque sint porro veniam iste.,7347.21
576,57,Merluza a la plancha,Doloremque deserunt reprehenderit consequatur iste saepe. Ad dolor ullam soluta nisi.,3488.46
577,57,salpicón de marisco,Laborum deserunt est. Possimus inventore doloribus quod. Sed reprehenderit quasi nobis deleniti.,13886.95
578,57,Cous cous de naranja y pimiento rojo asado,Laborum enim sapiente. Rem distinctio odio sed. Eveniet sit possimus iste.,5557.25
579,57,Pollo frito,Illum blanditiis eaque sapiente dolor voluptatibus iste. Eligendi optio excepturi cumque natus quae. Ipsum neque vero nihil vel ut quisquam.,11091.69
580,58,Pochas en vinagreta,Nulla architecto minima ea eius soluta. Repellendus cum quidem modi eaque necessitatibus. Excepturi consequuntur inventore alias aut perspiciatis. Ea sit sint eius similique nam eligendi.,10161.13
581,58,"Ensalada de rúcula, queso y frutos secos",Repudiandae vitae amet voluptatibus cupiditate incidunt nesciunt. Commodi ratione pariatur laudantium soluta.,3945.35
582,58,Berenjenas rellenas de verduras,Dolores hic ducimus illo porro laudantium atque amet. Sint aut vero officiis fugiat.,5736.03
