sid;nombre_sendero;largo;dificultad;duracion
605;MONTE DE LA TORRE DE MONTECOCHE;6651.5843;MEDIA;216
606;CAMINO DE CALAFATE PALANCAR;13609.1498;MUY ALTA;274
607;EL TREN DEL AZÚCAR DE FUENTE AMARGA;10796.1101;MUY ALTA;102
608;COLADA DE FUENTE AMARGA CARRASCÓN;14103.3086;PROFESIONAL;260
609;RUTA DE LOS MOLINOS DE SETENIL DE ROCHE;15826.6037;BAJA;155
610;BUITRERAS DE ZAFRAMAGÓN DE RAMOS;10598.1858;MUY ALTA;95
611;VEREDA DE UBRIQUE - ASOMADILLA AL PICACHO;13020.792;BAJA;167
612;PICACHO-PEGUERA DEL ARROYO ALGAMASILLA;8738.3211;MUY ALTA;133
613;LAGUNA DE MEDINA DEL JUDÍO;6620.7084;MUY ALTA;139
614;SIERRA DE LAS VIÑAS DE RAMOS;8463.962;BAJA;84
615;CAMPOBUCHE VERDE DE SANLÚCAR DE BARRAMEDA;11005.7736;MUY ALTA;207
616;OCURI DEL ARROYO ALGAMASILLA;6267.9927;MUY BAJA;264
617;GARGANTA DE BARRIDA DUNAR DE TORRE NUEVA;19644.1281;ALTA;119
618;RUTA ZAHARA - EL GASTOR ALHAJA;14093.5164;BAJA;178
619;SALINAS DEL RATÓN DEL ÁGUILA;3266.1556;MUY BAJA;49
620;RUTA DE LA PLAYA DE LA BARROSA ;5520.9005;MUY ALTA;204
621;ARROYO CAÑUELO A LA SILLA;9731.4686;MUY BAJA;206
622;RIO MAJACEITE CABRITO - PUERTO DEL BUJEO;1145.0914;BAJA;273
623;MONTE ALGAIDA PLATERAS;19953.9981;MEDIA;297
624;RUTA DE LOS BANDOLEROS DEL GUADALETE;4530.4206;MEDIA;193
625;NACIMIENTO DE GARCIAGO FRONTERIZO;18641.4727;MEDIA;266
626;DUNAS DE SAN ANTÓN CALZADA DEHESA BOYAL;17911.8261;MUY BAJA;34
627;LA PRESA DEL EMBALSE DE BARBATE CARBONEROS;6927.9623;MUY BAJA;55
628;CORREDOR VERDE DOS BAHIAS. TRAMO I DEL RATÓN;17182.3834;MUY ALTA;187
629;LOS ALGARBES-BETIJUELO PEÑA;11046.5813;MUY ALTA;145
630;PUERTA VERDE DE SAN FERNANDO VERDE DOS BAHÍAS;8407.3534;MEDIA;175
631;LOS PUENTES ROMANOS DE MEDINA SIDONIA TORUÑOS;3314.7676;PROFESIONAL;224
632;RIBERA DEL PALMONES DEL ENDRINAL;7726.6716;BAJA;214
633;ARROYOMOLINOS DUNAR DE TORRE NUEVA;3834.9401;MUY ALTA;95
634;ALGODONALES-LOS NACIMIENTOS DE MONTECOCHE;13829.8211;BAJA;245
635;CERRO DEL CHARCO LADERA;12211.3354;PROFESIONAL;197
636;DOLMEN DE LOS LAJARES Y CANCHA BERMEJA DOLORES;14913.8208;BAJA;217
637;PASEO DE LOS POZOS DEL RATÓN;14681.0811;MUY BAJA;98
638;ZAHARA DE LOS ATUNES-ATLANTERRA DEL RAYO;1194.7107;ALTA;258
639;ARROYO DEL DESCANSADERO DE LÍBAR;1533.5519;BAJA;249
640;COLA DEL EMBALSE DE BORNOS DEL PALMONES;1464.9516;MEDIA;118
641;PUNTA DEL BOQUERÓN VERDE DOS BAHIAS. TRAMO III;10037.7789;MUY ALTA;228
642;COLADA DE LA REGINOSA CALZADA ROMANA;10328.6488;MUY ALTA;297
643;FRONTERA FORESTAL DEL RÍO HONDÓN;2590.3396;BAJA;165
644;PUERTO DEL BUJEO - HOYO DE DON PEDRO DE LAS VIÑAS;17086.8225;ALTA;284
645;SALTO DEL CABRERO DE BENAJIMA;1663.2834;PROFESIONAL;215
646;CAMINO DE LAS SALINAS DE LA PLAYA DE LA BARROSA;2576.3305;PROFESIONAL;49
647;PUERTA VERDE DE SAN FERNANDO DE BOLONIA;1500.4344;MUY ALTA;142
648;LA MESA DEL ESPARRAGAL EXTENSA VEGA DE BORNOS;11280.7383;MUY ALTA;41
649;LAS GUAREÑAS - LA SUARA PRESA DEL EMBALSE DE BARBATE;11275.5493;MUY BAJA;271
650;LLANOS DEL ENDRINAL DE BOLONIA-PULIDO;2461.1704;MEDIA;240
651;OJO DEL MORO DE LAS PRESILLAS;2832.2428;MUY ALTA;233
652;CORREDOR VERDE DEL PARQUE DE LAS CAÑADAS DEL BACINETE;9159.3054;ALTA;283
653;SALINA SANTA MARÍA DE JESÚS EXTENSA VEGA DE BORNOS;12310.9728;PROFESIONAL;140
654;SUBIDA AL MOGOTE ROCHE;18196.713;ALTA;130
655;ESTUARIO DEL GUADIARO DEL EMBALSE DE ARCOS;16237.5803;MEDIA;54
656;PUERTA VERDE DE SAN FERNANDO DE MONTECOCHE;14107.8823;ALTA;269
657;RUTA DE LOS MOLINOS ALGAIDA;10526.7982;ALTA;222
658;COLADA DE LA COSTA DEL MOLINO;12533.3076;MEDIA;276
659;PUERTA VERDE DE JEREZ DE LA FRONTERA DE FUENTE AMARGA;17513.8092;MUY BAJA;196
660;FARO CAMARINAL Y TAJO;13572.7353;MUY BAJA;196
661;PRESA DEL FRESNILLO ;5921.7292;MUY ALTA;265
662;SALINAS Y MARISMAS DE TREBUJENA MAJACEITE;15389.1779;MEDIA;133
663;GARGANTA SECA Y PUERTO DE LA BREÑA DEL BOQUERÓN;7952.6268;MEDIA;30
664;COLADA DE FUENTE AMARGA PLATERAS;10970.1121;BAJA;50
665;CALAS DE ROCHE DE LOS PESCADORES;13034.0392;PROFESIONAL;292
666;RUTA DE LA PLAYA DE LA BARROSA DE LOS POZOS;15823.9866;MUY BAJA;291
667;FUENTES DEL RÍO HONDÓN HOZGARGANTA;6099.0226;MUY ALTA;289
668;PUERTO DE BOLONIA-PULIDO DE BOGAS;5209.7069;MEDIA;181
669;VALLE DE OJÉN DE LA TORRE;17249.1326;MUY ALTA;127
670;ALGODONALES-LOS NACIMIENTOS MAJACEITE;4167.2499;ALTA;56
671;FÁBRICAS DE LUZ LOMAS DE CÁMARA;7254.7619;MEDIA;274
672;LAS FUENTES AL PICO ALBARRACÍN;7459.305;BAJA;162
673;CORDEL DE LOS MARCHANTES DEL AGUILA PINAR DEL REY;13822.1716;MEDIA;206
674;LA ALBINA ALBINA;14771.5902;MUY BAJA;190
675;VEREDA DE LA VENTA DEL SILLETERO VERDE DE CHICLANA;18975.3059;BAJA;60
676;LA ALBINA DE PUERTO OSCURO;6138.7925;BAJA;75
677;COLADA DE EL BOSQUE-CAMINO DEL ESPINO AL SANTUARIO DE NUESTRA SEÑORA DE LOS SANTOS;2545.8424;BAJA;182
678;LAS PLATERAS AL PICACHO;8767.5392;ALTA;116
679;CALZADA MEDIEVAL DE GRAZALEMA DE LOS PRISIONEROS;19766.3122;MUY BAJA;193
680;LA LADERA REAL LOS RATONES;16943.9572;PROFESIONAL;110
681;GARGANTA DE BARRIDA ALMORAIMA;8094.7988;MUY ALTA;257
682;RIBERA DEL EMBALSE DE BORNOS DE LOS PALOMINOS;11168.8819;MEDIA;123
683;LAS AGUILILLAS - LAS GUAREÑAS DEL BOQUERÓN;19491.2135;ALTA;137
684;COLADA DE LA COSTA REAL LOS RATONES;18709.9883;MEDIA;233
685;CAÑOS-TORRE DE MECA DE VALDEINFIERNO;3943.1338;ALTA;278
686;GARGANTA DE PUERTO OSCURO DE LA FRONTERA-VEJER DE LA FRONTERA;14267.7559;MUY BAJA;42
687;LA CALZADA ROMANA DE ARCOS;4676.9243;MUY BAJA;130
688;CAMINO ALTO DE EL BOSQUE DE LOS PESCADORES;9431.6684;MUY BAJA;250
689;LA MUELA-LOS NACIMIENTOS DE LOS TOLLOS;14452.7955;MUY ALTA;205
690;PUERTO DE BOLONIA-PULIDO DE ARCOS;8032.5714;ALTA;96
691;ROJITAN VIAJE EN EL TIEMPO;10661.8691;MUY ALTA;90
692;FÁBRICAS DE LUZ LAS CANTERAS Y EL TEJÓN;5942.7387;MUY BAJA;216
693;BENALUP-FACINAS DE FUENTE AMARGA;4565.1325;PROFESIONAL;68
694;CAÑADAS DE LA JANDA DE LA SIERRA DE LAS CABRAS;9136.9273;ALTA;177
695;NACIMIENTO DE GARCIAGO DE GAIDOVAR;9078.75;MEDIA;120
696;CERRO DE LOS BATANES LAS CANTERAS Y EL TEJÓN;7402.4333;PROFESIONAL;129
697;CAMINO DE LAS SALINAS BODEGA;18589.3078;PROFESIONAL;119
698;PINAR DE LOS FRANCESES VERDE DOS BAHIAS. TRAMO I;6368.4991;BAJA;156
699;CAÑADAS DE LA JANDA VERDE DE BORNOS;16914.6249;MUY BAJA;140
700;ENCRUCIJADA DE CAMINOS ROCHE;1964.5366;MUY ALTA;50
701;LA MUELA-LOS NACIMIENTOS AL RELOJ Y AL SIMANCÓN;5417.7768;MUY ALTA;247
702;LAS AGUILILLAS - LAS GUAREÑAS DE FARDELA;6665.0672;MUY ALTA;194
703;PASADA DEL BOYAL- LA SUARA DE LOS PALOMINOS;4659.7;ALTA;194
704;LOS LANCES DEL BUJEO - HOYO DE DON PEDRO;6764.8545;MUY BAJA;53
705;VILLALUENGA-NAVAZOS DE CAOS PEÑA;13736.347;BAJA;67
706;RUTA DE LOS BANDOLEROS DE LAS PRESILLAS;17427.5848;MEDIA;147
707;CERRO DEL ÁGUILA SALTADERO;6313.0383;ALTA;189
708;EL CARRASCÓN DEL LITORAL DE ROTA;13825.6971;BAJA;55
709;SIERRA DE LAS VIÑAS AL CERRO PICACHO DE PUERTO SERRANO;19706.621;MEDIA;250
710;CORREDOR VERDE DOS BAHIAS. TRAMO IV GUADALMESÍ;5062.3269;ALTA;99
711;LA CALZADA ROMANA ;4447.6053;MUY BAJA;37
712;LA MENACHA DE MORÓN-MIRADOR DE LAS TOSCAS;15813.6692;MUY ALTA;276
713;PUERTA VERDE DE SAN FERNANDO DE LA PLAZA DE ARMAS;3106.1346;MEDIA;137
714;GARGANTA DE PUERTO OSCURO DEL RAYO;12180.7833;MEDIA;272
715;LOS ALGARBES-BETIJUELO FRONTERIZO;5367.2579;BAJA;127
716;NAVAZO ALTO PEDRIZA;4435.3196;MUY ALTA;66
717;CAÑADAS DE LA JANDA SETENIL A CAÑOS SANTOS;13761.4986;MUY ALTA;37
718;SIERRA DEL CALVARIO DEL CALVARIO;3741.2489;ALTA;145
719;ESTUARIO DEL GUADIARO DE ZAFRAMAGÓN;2222.4934;MUY ALTA;298
720;EL PALANCAR ;11666.1205;MUY ALTA;232
721;VEREDA DE LA ASOMADA ANTIGUA LAGUNA DE LA JANDA;19988.3556;PROFESIONAL;35
722;CERRO DEL CHARCO DEL JUDÍO;15650.4208;PROFESIONAL;218
723;CONIL DE LA FRONTERA-VEJER DE LA FRONTERA DE LA TORRE;18195.0777;PROFESIONAL;183
724;ZAHARA DE LOS ATUNES-ATLANTERRA DE LA CAÑADA DE MÁLAGA;5300.8779;BAJA;230
725;SALINA SANTA MARÍA DE JESÚS TOLETA;14451.0402;MUY ALTA;300
726;DUNAS DEL RINCONCILLO VERDE DE SAN ROQUE;1478.6368;ALTA;161
727;SISTEMA DUNAR DE TORRE NUEVA Y CAÑADAS DE PRADO DEL REY Y EL BOSQUE;9547.4149;MUY BAJA;86
728;SALTO DEL CABRERO CALZADA ROMANA;12678.0788;MUY ALTA;184
729;ASCENSO AL TAJO LAGARÍN ;10999.1291;MUY ALTA;67
730;LAGUNA DE BENAJIMA DEL LITORAL DE ROTA;5451.8545;MUY ALTA;169
731;CERRO DEL TAMBOR FUENTES;19747.075;BAJA;191
732;LLANOS DE LÍBAR ALBINA;15754.4736;MUY BAJA;280
733;LA TEJA VERDE DOS BAHIAS. TRAMO II;18965.9331;PROFESIONAL;140
734;RUTA DE LOS MOLINOS AL PICO ALBARRACÍN;17059.5276;MUY BAJA;173
735;MONTE ALGAIDA VERDE DE SAN FERNANDO;10497.3587;ALTA;178
736;LAS GUAREÑAS - LA SUARA REAL DE JEREZ A RONDA;18083.5172;BAJA;45
737;SALINA DE LA ESPERANZA DE GAIDOVAR;11920.3391;MUY ALTA;58
738;COLADA DE LA COSTA DOLORES;3436.0948;MUY ALTA;269
739;GARGANTA DE LA FUENTE SANTA DE ESPERILLA;6062.3456;MUY BAJA;103
740;CABO DE TRAFALGAR-CAÑOS DE MECA DE MILLAN;13815.5922;BAJA;116
741;CAÑADA REAL DE CORDERO DE LA CRUZ DE LA SIERRA DE LIJAR;16185.4566;MEDIA;162
742;SALINAS Y CAÑADAS DE PRADO DEL REY Y  EL BOSQUE ;19848.3543;BAJA;271
743;EL CANALIZO DE LA SIERRA DE LÍJAR DEL RÍO HONDÓN;9653.0817;MEDIA;113
744;CALZADA MEDIEVAL DE GRAZALEMA REAL DE JEREZ A RONDA;9712.0638;BAJA;209
745;MEANDROS DEL GUADALETE DE LA CAÑADA DE MÁLAGA;5008.6003;PROFESIONAL;31
746;PUERTA VERDE DE CHICLANA DE ALGAR;4122.0921;MEDIA;116
747;TAJO DE ARCOS ACANTILADO;3229.6558;PROFESIONAL;52
748;CAÑADA REAL DE JEREZ A RONDA DE LA MIEL;5268.0653;MEDIA;100
749;CORREDOR VERDE DOS BAHIAS. TRAMO IV ZAHARA - EL GASTOR;11494.2565;PROFESIONAL;246
750;DOLMEN DE LOS LAJARES Y CANCHA BERMEJA VENTAS TRASHUMANTES;5253.0129;BAJA;141
751;ARROYOMOLINOS DE LA PLAYA DE LA BARROSA;18216.9505;MEDIA;201
752;CAMINO ALTO DE EL BOSQUE DEL EMBALSE DE ARCOS;6659.0741;MEDIA;248
753;VÍA VERDE DE LA SIERRA PLATERAS;10492.2704;PROFESIONAL;204
754;VILLALUENGA-NAVAZOS DE CAOS Y MARISMAS DE TREBUJENA;19789.2689;ALTA;193
755;PUERTA VERDE DE SAN FERNANDO MEDIEVAL DE GRAZALEMA;11449.4184;MUY BAJA;190
756;CAÑADA REAL DE CORDERO MEDIEVAL DE GRAZALEMA;14054.1103;MUY BAJA;293
757;LAGUNA DE BENAJIMA DEL RÍO PALMONES;16116.0384;MUY BAJA;241
758;LAGUNAS DE ESPERA DEL ÁGUILA;18961.318;ALTA;186
759;CAMPOBUCHE DE LA FRONTERA-VEJER DE LA FRONTERA;2722.9832;BAJA;230
760;CAÑOS-TORRE DE MECA DE LAS MOCITAS;8304.428;MUY ALTA;233
761;PICACHO-PEGUERA DE SAN ANTÓN;15476.6932;BAJA;136
762;LA ATALAYA VERDE DOS BAHIAS. TRAMO I;5626.6975;MUY BAJA;74
763;DEL ACANTILADO AL SANTUARIO DE NUESTRA SEÑORA DE LOS SANTOS;13928.4918;MEDIA;269
764;SALINAS Y CAÑADAS DE PRADO DEL REY Y  EL BOSQUE DE LA JANDA;16374.6916;MUY BAJA;198
765;RÍO GUADALMESÍ ROCINEJO;16195.9655;MEDIA;298
766;LA PEÑA CANALIZO DE LA SIERRA DE LÍJAR;9659.367;MEDIA;138
767;PUERTO DE BOLONIA-PULIDO ;4834.5423;ALTA;56
768;TAJO DE ARCOS VERDE DE LA LÍNEA DE LA CONCEPCIÓN;18290.1533;BAJA;115
769;ROJITAN AL PICACHO;12802.0331;BAJA;175
770;LAS PLATERAS ATALAYA;2235.3854;BAJA;198
771;FRONTERA FORESTAL DE CALAFATE;7174.5986;MUY BAJA;146
772;TRAVESIA DEL ALJIBE PLATERAS;7457.3943;MEDIA;297
773;CAMINO DE CALAFATE ALGARBES-BETIJUELO;8075.8069;MUY ALTA;107
774;QUINTAS DE ALGAR VERDE DOS BAHIAS. TRAMO III;14323.8385;MEDIA;82
775;LAS GUAREÑAS - LA SUARA ALHAJA;4752.8467;ALTA;117
776;MOJÓN DE LA VÍBORA CARRASCÓN;2329.7121;PROFESIONAL;264
777;CERROS DE PALMITOS Y BARBECHOS DEL GUADALETE;9451.2051;ALTA;263
778;TORRE GUADALMESÍ DE OJÉN;12601.2102;MUY ALTA;121
779;FARO CAMARINAL PEDRIZA;17942.5665;MEDIA;216
780;DEHESA DEL BOYAR PUENTES ROMANOS DE MEDINA SIDONIA;14974.344;BAJA;30
781;PASEO AL SANTUARIO DE NUESTRA SEÑORA DE LOS SANTOS DE LA VENTA DEL SILLETERO;2527.4831;ALTA;125
782;COLADA DE LA COSTA SIERRAS DE ALGODONALES;15909.7879;ALTA;99
783;EL TORREÓN GUADALMESÍ;5969.0129;MUY ALTA;93
784;LA ATALAYA DE SAN BARTOLOMÉ;8384.1903;BAJA;48
785;PARQUE FLUVIAL DEL RÍO PÍCARO DE LAS PALOMAS - CERRO DE COROS;9430.8673;MUY BAJA;194
786;EL TORREÓN DEL JUDÍO;4233.1886;MEDIA;62
787;GARGANTA SECA Y PUERTO DE LA BREÑA DE LOS CHARCONES;1396.4892;MUY ALTA;238
788;COLA DEL EMBALSE DE ARCOS DEL RINCONCILLO;11192.295;MUY BAJA;89
789;CERRO DE LA PLAZA DE ARMAS DEL BARBATE;15134.8952;MEDIA;132
790;BUITRERAS DE ZAFRAMAGÓN SIERRAS DE ALGODONALES;5528.7004;ALTA;206
791;FRONTERA FORESTAL VERDE DOS BAHIAS. TRAMO I;1874.9452;MEDIA;98
792;PARQUE DEL CENTENARIO DEL RABEL;9155.3199;BAJA;78
793;SUBIDA AL CERRO VERDUGO VERDE DE LA LÍNEA DE LA CONCEPCIÓN;12102.5796;MEDIA;104
794;VÍA VERDE DE BORNOS NACIMIENTOS;18814.82;MUY BAJA;202
795;PUERTA VERDE DE LA LÍNEA DE LA CONCEPCIÓN TEJA;19398.8801;BAJA;296
796;PUERTA VERDE DE JEREZ DE LA FRONTERA DE HIGUERÓN;3155.5898;ALTA;221
797;CAÑOS-TORRE DE MECA DE LA MORITA;4578.901;ALTA;104
798;VÍA VERDE DE LA SIERRA VERDE DEL LITORAL COSTA BALLENA-CHIPIONA;15449.0229;ALTA;251
799;NACIMIENTO DE GARCIAGO QUEBRADAS;17551.6356;ALTA;296
800;LAGUNA DE TARAJE Y SAN ANTONIO RURALES DE ROTA;3535.4118;PROFESIONAL;249
801;RUTA DE LA PLAYA DE LA BARROSA DEL RAYO;7746.8907;PROFESIONAL;225
802;LA PEDRIZA Y TAJO;18212.2221;ALTA;195
803;SALINA DE LA ESPERANZA ALTA;15606.1172;MEDIA;94
804;ALBERITE DEL PILAR;10295.1994;BAJA;272
805;COLADA DE LA REGINOSA DE LOS HURONES;18746.8616;MEDIA;233
806;LA PEÑA DE LA VÍBORA;8384.0096;MUY ALTA;226
807;RUINAS DE ESPERILLA DEL TAMBOR;1452.2972;MEDIA;84
808;CORREDOR VERDE DEL LITORAL COSTA BALLENA-CHIPIONA ;10882.7318;ALTA;118
809;CAMINO DE LA ERA EMPEDRADA DEL FRESNILLO;17239.8506;BAJA;274
810;CERRO DEL ÁGUILA GANADERAS DE JIMENA;3576.1458;ALTA;184
811;JARILLO-TORRE DE MECA PUENTES ROMANOS DE MEDINA SIDONIA;11512.0376;BAJA;224
812;ARROYOMOLINOS DE FUENTE AMARGA;4353.0506;MUY BAJA;224
813;PRESA DEL FRESNILLO DEL RABEL;4511.1309;MEDIA;200
814;SALINA LA TAPA DEL BOYAL- LA SUARA;4950.3528;BAJA;99
815;GARGANTA DE MILLAN DEL LITORAL DE ROTA;13569.2812;MUY ALTA;112
816;LAS FUENTES DEL CENTENARIO;18263.0878;MUY ALTA;254
817;PUERTA VERDE DE SAN ROQUE GANADERAS DE JIMENA;2357.459;PROFESIONAL;281
818;CERRO DEL CHARCO DE LA CAÑADA DE MÁLAGA;10526.618;MEDIA;166
819;CAMINO DE LAS SALINAS DEL BUJEO - HOYO DE DON PEDRO;1252.8279;MEDIA;194
820;LA MENACHA DE LA PLAZA DE ARMAS;15000.917;MUY BAJA;253
821;DUNAS DE SAN ANTÓN VERDE;7592.9499;BAJA;248
822;PUERTO DEL BUJEO - HOYO DE DON PEDRO PUNTA CARNERO A GETARES;3867.9428;BAJA;294
823;SALTO DEL CABRERO DEL GUADIARO;7773.6277;MUY ALTA;77
824;ENCINAR DE VICOS DE HIGUERÓN;8148.711;MUY ALTA;46
825;PIEDRA PARDA NACIMIENTOS;8469.901;ALTA;45
826;EL CANALIZO DE LA SIERRA DE LÍJAR DE EL BOSQUE-CAMINO DEL ESPINO;2755.3841;MUY BAJA;193
827;LAS LOMAS DE CÁMARA VERDE DE CHICLANA;19243.8516;MEDIA;264
828;VEREDA DE LA VENTA DEL SILLETERO DE FATES;9799.308;PROFESIONAL;293
829;MONTE DE LA TORRE SALTADERO;14963.1314;BAJA;57
830;PUERTA VERDE DE SAN FERNANDO DE LA TORRE;3650.6609;BAJA;41
831;GARGANTA DE BARRIDA DE BOGAS;13427.5382;MUY BAJA;34
832;RIO MAJACEITE AURELIA;16477.0436;PROFESIONAL;110
833;PUERTA VERDE DE SAN FERNANDO AL SANTUARIO DE NUESTRA SEÑORA DE LOS SANTOS;14735.7204;MUY BAJA;129
834;GARGANTA SECA Y PUERTO DE LA BREÑA ALGARBES-BETIJUELO;2212.8446;ALTA;132
835;PUERTA VERDE DE SAN ROQUE DE BARBATE;17843.5646;PROFESIONAL;111
836;SALTO DEL CABRERO LA TAPA;7744.6665;MUY ALTA;280
837;CABO DE TRAFALGAR-CAÑOS DE MECA TORREÓN;18515.4445;ALTA;251
838;CERROS DE PALMITOS Y BARBECHOS DEL ARROYO DE LA GARGANTA DEL BOYAR;14829.1794;PROFESIONAL;72
839;MONTE DE LA TORRE DEL RABEL;7492.534;PROFESIONAL;280
840;CAMINO DE LOS CHARCONES ACANTILADO;19561.3929;ALTA;226
841;CORREDOR VERDE DOS BAHIAS. TRAMO II DEL ARROYO ALGAMASILLA;14136.8064;MUY ALTA;129
842;RUTA DE LA PLAYA DE LA BARROSA REAL DE CORDERO;6083.4833;ALTA;170
843;LAGUNAS LAS CANTERAS Y EL TEJÓN DE CAOS;8487.3116;MEDIA;140
844;SUBIDA AL PICO ALBARRACÍN DEL ARROYO DE LA GARGANTA DEL BOYAR;16186.4965;PROFESIONAL;189
845;CERRO DEL TAMBOR DE LA VENTA DEL SILLETERO;14862.6074;MUY BAJA;213
846;VÍA VERDE DE BORNOS GUAREÑAS - LA SUARA;15238.8976;MUY ALTA;54
847;EL CABRITO - PUERTO DEL BUJEO EXTENSA VEGA DE BORNOS;8161.1393;MUY BAJA;83
848;DE SETENIL A CAÑOS SANTOS DE LOS REMEDIOS;4925.3164;BAJA;167
849;SILLA DEL PAPA AMIGOS - RÍO ARILLO;14402.0458;PROFESIONAL;242
850;LOMA DE SAN BARTOLOMÉ LADERA;7572.6396;PROFESIONAL;215
851;DOLMEN DE LOS LAJARES Y CANCHA BERMEJA TEJA;19271.2869;MUY BAJA;124
852;LA ALMORAIMA VERDE DOS BAHIAS. TRAMO IV;5468.0519;MUY ALTA;114
853;SIERRA DE FATES DEL RÍO HONDÓN;14363.4705;MEDIA;285
854;CERRO DE LA PLAZA DE ARMAS AGUILILLAS - LAS GUAREÑAS;5215.7452;ALTA;172
855;GARGANTA DEL RAYO DE LA FRONTERA-CANTARRANAS;15185.0529;MUY BAJA;109
856;EL CAÑILLO DE CHAVARRIA;5787.8171;MUY ALTA;242
857;SUBIDA A LA CRUZ DEL TAJO DE UBRIQUE DE BARRIDA;17772.1756;PROFESIONAL;291
858;FÁBRICAS DE LUZ DE LA JANDA;7007.5353;BAJA;208
859;VÍA VERDE MATAGORDA CAMARINAL;1568.8537;ALTA;205
860;LA CALZADA DEHESA BOYAL AURELIA;12243.2031;ALTA;32
861;CALAS DE CONIL BODEGA;14812.0009;ALTA;170
862;LAGUNAS DE ESPERA ALHAJA;11267.4544;ALTA;131
863;CERROS DE PALMITOS Y BARBECHOS DE TRAFALGAR-CAÑOS DE MECA;5972.7452;BAJA;185
864;PUNTA DEL BOQUERÓN MONTERA DEL TORERO;15201.5099;PROFESIONAL;286
865;GARGANTA DE BOGAS DE LOS BATANES;17942.219;MUY ALTA;90
866;PICACHO-PEGUERA CARBONEROS;16110.3383;BAJA;251
867;LAS GUAREÑAS - PASADA DEL BOYAL TRES PINOS;6039.7355;ALTA;256
868;SUBIDA AL MOGOTE LA TAPA;10645.2957;BAJA;179
869;CAMINO DE LAS SALINAS RURALES DE BENALUP-CASAS VIEJAS;17802.9123;ALTA;267
870;CONIL DE LA FRONTERA-VEJER DE LA FRONTERA DEL EMBALSE DE ARCOS;16606.0082;ALTA;74
871;CAÑADA REAL DE JEREZ A RONDA TESORILLO;15502.55;ALTA;196
872;PICACHO-PEGUERA VERDE DOS BAHIAS. TRAMO IV;10704.8996;MUY BAJA;43
873;PUENTE DE LOS PALOMINOS DE LOS MOLINOS;15064.8167;MEDIA;196
874;CALLEJÓN DEL MOLINO Y CAÑADAS DE PRADO DEL REY Y EL BOSQUE;18000.4411;MUY ALTA;112
875;LA ATALAYA AL SANTUARIO DE NUESTRA SEÑORA DE LOS SANTOS;19437.3166;MUY BAJA;196
876;VALLE DE OJÉN VERDE DEL LITORAL COSTA BALLENA-CHIPIONA;15012.6696;PROFESIONAL;42
877;LOMAS GANADERAS DE JIMENA ;16141.9575;MEDIA;70
878;PUNTA DEL BOQUERÓN CAÑUELO;6968.9799;MUY ALTA;157
879;ASCENSO AL TAJO LAGARÍN DE LA VENTA DEL SILLETERO;1626.0476;PROFESIONAL;177
880;LAS GUAREÑAS - PASADA DEL BOYAL DE LA ERA EMPEDRADA;11061.6511;ALTA;94
881;CAÑADA REAL LOS RATONES PUENTES ROMANOS DE MEDINA SIDONIA;14721.0607;MUY ALTA;120
882;RIO MAJACEITE DE MECA;9859.0225;MEDIA;57
883;LOMAS GANADERAS DE JIMENA DEL FRESNILLO;10357.5243;BAJA;265
884;PIEDRA PARDA AURELIA;13829.3396;MUY ALTA;299
885;RIBERA DE GAIDOVAR DE LA VENTA DEL SILLETERO;5633.4311;MUY ALTA;180
886;PUERTA VERDE DE JEREZ DE LA FRONTERA ALHAJA;16934.2784;MUY BAJA;276
887;SALTO DEL CABRERO DE LA CAÑADA DE MÁLAGA;18924.4613;MUY ALTA;32
888;LA TEJA DEL RETÍN Y LA PLATA;5407.5235;ALTA;216
889;LAGUNA DE TARAJE Y SAN ANTONIO DEL DESCANSADERO;1891.8681;MUY ALTA;220
890;PINAR DE LOS FRANCESES AL MOGOTE;13234.4304;MUY BAJA;235
891;LA CALZADA DEHESA BOYAL ALTO DE EL BOSQUE;7016.1689;ALTA;48
892;LOS TRES PINOS DE LOS HURONES;16861.3041;PROFESIONAL;160
893;PICACHO-PEGUERA DEL REPUBLICANO;15392.3999;MEDIA;235
894;COLADA DE LA REGINOSA DE LOS PRISIONEROS;1554.1729;MUY BAJA;197
895;LAS PLATERAS CABRITO - PUERTO DEL BUJEO;7038.2026;BAJA;42
896;EL TESORILLO SANTA MARÍA DE JESÚS;1662.4218;PROFESIONAL;214
897;LAS GUAREÑAS - LA SUARA AMIGOS - RÍO ARILLO;14207.4499;MUY BAJA;135
898;CASA DEL DORNAJO VERDE DOS BAHIAS. TRAMO II;8190.2258;MUY BAJA;102
899;FUENTE DE RAMOS DE ARCOS;17828.0019;ALTA;112
900;CAMPOBUCHE DE CONIL;10544.9706;MEDIA;222
901;RUTA DE LA CAÑADA DE MÁLAGA DE TRAFALGAR-CAÑOS DE MECA;2422.8121;ALTA;137
902;FÁBRICAS DE LUZ MUELA-LOS NACIMIENTOS;4195.3359;MUY BAJA;274
903;ARROYO DE SAN CARLOS DEL TIRADERO VERDE DEL PARQUE DE LAS CAÑADAS;1474.9444;ALTA;170
904;LA SUARA Y TAJO;2396.5969;MUY ALTA;179
905;RUINAS DE ESPERILLA CALZADA DEHESA BOYAL;4376.1027;PROFESIONAL;250
906;CORDEL DE LOS MARCHANTES AL TAJO LAGARÍN;4024.8126;BAJA;291
907;FUENTE DE RAMOS AL CERRO ALBARRACINEJO;3681.2756;ALTA;206
