vid;eid
23;977
23;287
23;814
23;719
23;526
23;436
23;447
23;46
23;766
23;213
23;414
23;927
23;411
23;155
23;556
23;867
23;138
23;880
23;55
23;640
23;484
23;419
23;779
23;656
23;32
23;513
23;367
24;204
24;467
24;939
24;795
24;346
24;666
24;611
24;904
24;764
24;225
24;424
24;850
24;38
24;628
24;776
24;955
24;244
24;119
24;488
24;81
24;445
24;271
24;9
24;752
24;468
24;755
24;12
24;386
24;146
24;304
24;92
24;761
24;749
24;267
24;770
24;281
24;42
24;916
24;181
24;23
24;172
24;466
24;342
24;591
24;965
24;437
24;990
24;843
24;403
24;876
24;66
24;209
24;528
24;662
24;25
24;279
24;621
24;234
24;243
24;169
24;896
24;451
24;207
24;943
24;659
24;900
24;457
24;641
24;252
24;35
24;730
24;311
24;348
24;105
24;340
24;691
24;487
24;295
24;358
24;639
24;633
24;775
24;328
24;388
24;110
24;834
24;273
24;430
24;356
24;353
24;986
24;783
24;731
24;496
24;189
24;255
24;746
24;830
24;763
24;531
24;945
24;147
24;464
24;98
24;56
24;148
24;713
24;963
24;399
24;671
24;107
24;109
24;34
24;285
24;122
24;561
24;860
24;702
24;290
24;241
24;891
24;817
24;111
24;934
24;592
24;331
24;469
24;258
24;360
24;782
24;868
24;444
24;73
24;428
24;524
24;708
24;454
24;405
24;978
24;769
24;72
24;398
24;97
24;736
24;432
24;192
24;389
24;449
24;760
24;668
24;87
24;515
24;533
24;949
24;359
24;455
24;637
24;780
24;852
24;242
24;341
24;49
24;190
24;133
24;813
24;706
24;568
24;733
24;825
24;689
24;615
24;957
24;54
24;567
24;808
24;735
24;842
24;127
24;675
24;710
24;443
24;895
24;53
24;481
24;0
24;282
24;152
24;317
24;809
24;366
24;320
24;391
24;998
24;132
24;218
24;214
24;651
24;345
24;785
24;486
24;987
24;498
24;636
24;997
24;41
24;521
24;67
24;854
24;901
24;36
24;117
24;299
24;971
24;501
24;544
24;819
24;59
24;882
24;188
24;620
24;617
24;29
24;195
24;573
24;709
24;21
24;208
24;327
24;831
24;514
24;400
24;440
24;674
24;504
24;612
24;889
24;500
24;347
24;559
24;727
24;471
24;933
24;476
24;420
24;245
24;232
24;758
24;130
24;409
24;491
24;298
24;433
24;126
24;78
24;473
24;913
24;310
24;523
24;849
24;251
24;167
24;527
24;861
24;65
24;43
24;318
24;330
24;175
24;85
24;697
24;357
24;991
24;236
24;93
24;418
24;786
24;540
24;658
24;962
24;595
24;856
24;45
24;163
24;217
24;11
24;143
24;307
24;884
24;139
24;518
24;135
24;262
24;627
24;919
24;412
24;472
24;545
24;928
24;483
24;734
24;685
24;596
24;123
24;387
24;718
24;762
24;534
24;821
24;724
24;178
24;797
24;964
24;624
24;338
24;833
24;631
24;789
24;732
24;406
24;158
24;598
24;893
24;51
24;863
24;434
24;890
24;994
24;377
24;961
24;571
24;431
24;385
24;759
24;950
24;202
24;742
24;750
24;199
24;141
24;19
24;99
24;609
24;490
24;548
24;286
24;792
24;871
24;911
24;667
24;506
24;823
24;371
24;27
24;794
24;883
24;804
24;3
24;475
24;499
24;68
24;162
24;168
24;906
24;333
24;161
24;177
24;44
24;976
24;707
24;482
24;898
24;712
24;256
24;187
24;57
24;608
24;10
24;840
24;394
24;84
24;616
24;382
24;157
24;415
24;517
24;203
24;134
24;48
24;917
24;325
24;846
24;940
24;936
24;263
24;684
24;20
24;100
24;778
24;793
24;626
24;956
24;253
24;438
24;576
24;495
24;33
24;547
24;688
24;714
24;565
24;824
24;324
24;980
24;278
24;174
24;973
24;18
24;553
24;695
24;416
24;116
24;381
24;257
24;376
24;326
24;222
24;966
24;993
24;435
24;14
24;747
24;74
24;699
24;828
24;673
24;312
24;704
24;716
24;13
24;274
24;874
24;390
24;408
24;185
24;586
24;605
24;26
24;625
24;969
24;180
24;629
24;938
24;492
24;537
24;875
24;686
24;676
24;623
24;63
24;480
24;947
24;240
24;503
24;672
24;294
24;170
24;186
24;645
24;535
24;648
24;301
24;334
24;343
24;853
24;239
24;664
24;509
24;589
24;159
24;946
24;930
24;223
24;8
24;903
24;899
24;510
24;7
24;264
24;613
24;442
24;231
24;788
24;981
24;647
24;76
24;166
24;683
24;563
24;270
24;642
24;254
24;224
24;522
24;529
24;879
24;905
24;767
24;129
24;873
24;679
24;857
24;83
24;426
24;979
24;293
24;215
24;954
24;698
24;774
24;577
24;156
24;297
24;368
24;441
24;456
24;196
24;309
24;655
24;292
24;549
24;372
24;314
24;696
24;729
24;745
24;560
24;91
24;982
24;694
24;915
24;944
24;392
24;108
24;920
24;799
24;614
24;932
24;983
24;525
24;448
24;266
24;580
24;184
24;923
24;321
24;90
24;653
24;646
24;176
24;600
24;452
24;118
24;4
24;722
24;597
24;183
24;69
24;272
24;374
24;227
24;847
24;88
24;427
24;505
24;410
24;914
24;458
24;968
24;802
24;329
24;754
24;173
24;738
24;757
24;212
24;705
24;95
24;937
24;276
24;422
24;536
24;542
24;246
24;461
24;120
24;216
24;460
24;114
24;771
24;164
24;362
24;289
24;992
24;989
24;826
24;75
24;2
24;350
24;557
24;610
24;588
24;31
24;17
24;572
24;260
24;737
24;864
24;153
24;335
24;744
24;855
24;807
24;721
24;897
24;319
24;378
24;86
24;996
24;137
24;305
24;80
24;71
24;351
24;37
24;960
24;352
24;931
24;587
24;383
24;787
24;261
24;777
24;395
24;768
24;16
24;929
24;741
24;791
24;365
24;140
24;121
24;569
24;711
24;277
24;948
24;206
24;323
24;670
24;638
24;115
24;193
24;872
24;892
24;652
24;751
24;198
24;984
24;845
24;796
24;925
24;574
24;247
24;50
24;337
24;52
24;924
24;848
24;463
24;869
24;838
24;835
24;811
24;102
24;578
24;439
24;634
24;999
24;269
24;593
24;677
24;502
24;720
24;364
24;660
24;306
24;644
24;851
24;859
24;336
24;237
24;865
24;822
24;781
24;142
24;450
24;375
24;402
24;908
24;995
24;801
24;453
24;103
24;211
24;601
24;489
24;555
24;743
24;827
24;693
24;566
24;953
24;773
24;233
24;303
24;300
24;354
24;575
24;229
24;106
24;30
24;564
24;230
24;425
24;128
24;508
24;806
24;210
24;602
24;554
24;200
24;275
24;599
24;703
24;493
24;922
24;235
24;182
24;815
24;302
24;397
24;149
24;546
24;113
24;866
24;909
24;690
24;64
24;748
24;516
24;800
24;681
24;191
24;417
24;921
24;404
24;470
24;820
24;379
24;841
24;485
24;678
24;952
24;650
24;942
24;839
24;284
24;512
24;70
24;552
24;682
24;384
24;585
24;407
24;725
24;562
24;878
24;194
24;912
24;82
24;228
24;715
24;28
24;700
24;717
24;687
24;380
24;888
24;657
24;250
24;829
24;219
24;248
24;972
24;701
24;606
24;104
24;858
24;582
24;941
24;663
24;511
24;816
24;396
24;974
24;958
24;594
24;363
24;985
24;918
24;171
24;739
24;622
24;862
24;728
24;584
24;268
24;429
24;283
24;339
24;24
24;94
24;886
24;665
24;1
24;313
24;477
24;753
24;47
24;89
24;421
24;570
24;532
24;558
24;15
24;125
24;798
24;520
24;221
24;630
24;6
24;603
24;62
24;975
24;249
24;604
24;910
24;349
24;423
24;150
24;832
24;539
24;881
24;160
24;370
24;413
24;77
24;201
24;5
24;355
24;393
24;894
24;446
24;332
24;926
24;151
24;654
24;805
24;322
24;58
24;723
24;885
24;296
24;740
24;96
24;61
24;543
24;259
24;618
24;790
24;238
24;887
24;60
24;649
24;836
24;590
24;607
24;79
24;494
24;373
24;907
24;643
24;344
24;144
24;179
24;669
24;530
24;197
24;154
24;401
24;465
24;112
24;474
24;902
24;291
24;550
24;692
24;519
24;583
24;812
24;39
24;136
24;680
24;315
24;220
24;165
24;844
24;877
24;977
24;287
24;814
24;719
24;526
24;288
24;436
24;447
24;46
24;766
24;213
24;414
24;927
24;411
24;556
24;867
24;138
24;880
24;55
24;640
24;484
24;419
24;656
24;32
24;513
25;204
25;467
25;939
25;795
25;346
25;666
25;611
25;904
25;764
25;225
25;424
25;850
25;38
25;628
25;776
25;955
25;244
25;119
25;488
25;81
25;445
25;271
25;9
25;752
25;468
25;755
25;12
25;386
25;146
25;497
25;304
25;92
25;761
25;749
25;267
25;770
25;281
25;42
25;916
25;181
25;23
25;172
25;466
25;661
25;591
25;965
25;437
25;843
25;403
25;876
25;66
25;209
25;528
25;662
25;279
25;621
25;234
25;243
25;169
25;896
25;451
25;207
25;943
25;659
25;900
25;457
25;641
25;252
25;35
25;730
25;311
25;348
25;105
25;340
25;691
25;487
25;226
25;358
25;639
25;633
25;328
25;388
25;110
25;834
25;273
25;430
25;356
25;353
25;986
25;783
25;731
25;496
25;189
25;255
25;746
25;830
25;763
25;531
25;945
25;147
25;464
25;98
25;56
25;148
25;713
25;478
25;963
25;399
25;107
25;285
25;122
25;561
25;860
25;702
25;290
25;241
25;891
25;817
25;111
25;934
25;592
25;331
25;469
25;258
25;360
25;782
25;868
25;444
25;73
25;428
25;524
25;708
25;454
25;405
25;978
25;769
25;72
25;97
25;736
25;432
25;192
25;632
25;389
25;449
25;760
25;668
25;87
25;515
25;533
25;949
25;455
25;637
25;780
25;852
25;967
25;242
25;265
25;341
25;49
25;190
25;133
25;813
25;706
25;145
25;568
25;733
25;825
25;689
25;615
25;957
25;54
25;567
25;808
25;735
25;842
25;127
25;675
25;710
25;443
25;895
25;53
25;481
25;0
25;282
25;152
25;317
25;809
25;366
25;320
25;998
25;132
25;218
25;214
25;651
25;345
25;785
25;756
25;987
25;498
25;636
25;997
25;41
25;521
25;67
25;854
25;901
25;36
25;117
25;299
25;971
25;501
25;544
25;819
25;59
25;882
25;188
25;101
25;620
25;617
25;29
25;195
25;573
25;709
25;21
25;208
25;327
25;831
25;514
25;400
25;440
25;674
25;504
25;612
25;889
25;538
25;500
25;347
25;559
25;727
25;471
25;361
25;933
25;476
25;420
25;245
25;232
25;758
25;130
25;409
25;491
25;298
25;433
25;126
25;818
25;78
25;473
25;913
25;310
25;523
25;849
25;988
25;251
25;167
25;527
25;861
25;65
25;43
25;318
25;330
25;175
25;85
25;970
25;697
25;357
25;991
25;236
25;93
25;418
25;786
25;540
25;658
25;962
25;595
25;856
25;45
25;163
25;217
25;11
25;143
25;772
25;307
25;870
25;884
25;139
25;518
25;135
25;262
25;627
25;919
25;412
25;472
25;545
25;928
25;483
25;734
25;685
25;596
25;123
25;387
25;718
25;762
25;534
25;821
25;724
25;178
25;797
25;964
25;624
25;338
25;833
25;631
25;789
25;732
25;406
25;158
25;598
25;893
25;51
25;863
25;434
25;890
25;994
25;961
25;571
25;431
25;385
25;759
25;950
25;202
25;742
25;750
25;199
25;141
25;19
25;99
25;490
25;286
25;792
25;871
25;911
25;667
25;506
25;823
25;371
25;27
25;794
25;883
25;804
25;3
25;475
25;499
25;68
25;162
25;168
25;906
25;333
25;161
25;177
25;44
25;976
25;482
25;898
25;712
25;256
25;187
25;57
25;608
25;10
25;840
25;394
25;84
25;616
25;382
25;157
25;415
25;517
25;203
25;134
25;48
25;917
25;325
25;846
25;940
25;936
25;263
25;684
25;20
25;100
25;778
25;793
25;626
25;956
25;253
25;438
25;576
25;33
25;547
25;688
25;565
25;824
25;324
25;980
25;278
25;174
25;973
25;18
25;553
25;695
25;416
25;116
25;381
25;257
25;376
25;326
25;222
25;966
25;993
25;435
25;14
25;747
25;74
25;699
25;828
25;673
25;312
25;704
25;716
25;13
25;274
25;837
25;390
25;408
25;185
25;586
25;605
25;26
25;625
25;969
25;180
25;629
25;938
25;492
25;537
25;875
25;686
25;676
25;623
25;63
25;480
25;947
25;240
25;503
25;672
25;294
25;170
25;186
25;645
25;535
25;648
25;301
25;334
25;343
25;853
25;239
25;664
25;509
25;589
25;159
25;946
25;930
25;223
25;8
25;899
25;510
25;7
25;264
25;459
25;613
25;442
25;231
25;124
25;788
25;131
25;981
25;647
25;581
25;76
25;369
25;166
25;683
25;563
25;270
25;642
25;254
25;224
25;522
25;529
25;462
25;905
25;767
25;129
25;873
25;679
25;83
25;426
25;979
25;293
25;507
25;215
25;954
25;698
25;774
25;577
25;156
25;297
25;368
25;441
25;456
25;196
25;309
25;655
25;292
25;549
25;372
25;314
25;696
25;729
25;745
25;560
25;91
25;982
25;316
25;694
25;915
25;944
25;392
25;920
25;799
25;614
25;932
25;983
25;525
25;448
25;266
25;184
25;923
25;321
25;90
25;653
25;646
25;280
25;176
25;600
25;452
25;118
25;4
25;722
25;597
25;183
25;69
25;272
25;374
25;227
25;847
25;88
25;427
25;505
25;410
25;914
25;458
25;802
25;329
25;754
25;173
25;738
25;757
25;212
25;705
25;95
25;937
25;276
25;422
25;536
25;542
25;246
25;461
25;120
25;216
25;460
25;114
25;771
25;164
25;362
25;289
25;992
25;989
25;826
25;2
25;350
25;557
25;610
25;588
25;31
25;572
25;260
25;737
25;864
25;153
25;335
25;744
25;855
25;807
25;721
25;897
25;319
25;378
25;86
25;996
25;137
25;305
25;80
25;71
25;351
25;37
25;960
25;352
25;931
25;587
25;383
25;787
25;261
25;777
25;395
25;768
25;16
25;929
25;741
25;791
25;365
25;140
25;121
25;569
25;711
25;277
25;948
25;206
25;323
25;670
25;638
25;115
25;193
25;872
25;205
25;892
25;652
25;751
25;198
25;984
25;845
25;796
25;925
25;574
25;810
25;247
25;50
25;337
25;52
25;924
25;848
25;463
25;869
25;784
25;838
25;835
25;635
25;811
25;102
25;578
25;439
25;634
25;999
25;269
25;593
25;677
25;502
25;720
25;364
25;660
25;306
25;644
25;851
25;935
25;859
25;336
25;237
25;865
25;822
25;781
25;142
25;450
25;375
25;402
25;908
25;995
25;801
25;453
25;103
25;211
25;601
25;489
25;555
25;743
25;765
25;827
25;693
25;566
25;953
25;773
25;303
25;300
25;959
25;354
25;575
25;229
25;726
25;106
25;30
25;564
25;230
25;210
25;602
25;554
25;200
25;275
25;599
25;703
25;493
25;922
25;235
25;815
25;302
25;397
25;149
25;546
25;113
25;866
25;909
25;690
25;64
25;516
25;800
25;681
25;191
25;417
25;921
25;404
25;470
25;820
25;379
25;841
25;485
25;678
25;952
25;650
25;541
25;942
25;839
25;284
25;619
25;951
25;512
25;70
25;552
25;682
25;384
25;585
25;407
25;725
25;562
25;878
25;194
25;579
25;912
25;228
25;715
25;28
25;700
25;717
25;687
25;380
25;888
25;657
25;250
25;829
25;551
25;248
25;972
25;40
25;701
25;606
25;104
25;858
25;582
25;941
25;663
25;511
25;816
25;396
25;958
25;594
25;363
25;985
25;918
25;171
25;739
25;622
25;862
25;728
25;584
25;268
25;429
25;283
25;339
25;24
25;94
25;886
25;665
25;1
25;313
25;477
25;753
25;47
25;89
25;421
25;570
25;532
25;558
25;15
25;125
25;798
25;520
25;221
25;630
25;6
25;603
25;62
25;975
25;249
25;604
25;910
25;349
25;423
25;150
25;832
25;539
25;160
25;370
25;413
25;77
25;201
25;5
25;355
25;393
25;894
25;446
25;332
25;926
25;151
25;654
25;322
25;58
25;723
25;885
25;296
25;740
25;96
25;61
25;543
25;259
25;618
25;790
25;238
25;803
25;887
25;60
25;649
25;836
25;590
25;607
25;79
25;494
25;22
25;373
25;479
25;907
25;643
25;344
25;144
25;179
25;669
25;530
25;197
25;154
25;401
25;465
25;112
25;474
25;902
25;291
25;550
25;692
25;519
25;583
25;812
25;39
25;136
25;680
25;315
25;220
25;165
25;844
25;877
25;977
25;287
25;814
25;719
25;526
25;288
25;436
25;447
25;46
25;766
25;213
25;414
25;927
25;411
25;155
25;556
25;867
25;138
25;880
25;55
25;640
25;484
25;419
25;779
25;656
25;32
25;513
25;367
26;204
26;467
26;939
26;795
26;346
26;666
26;611
26;904
26;764
26;225
26;424
26;850
26;38
26;776
26;955
26;244
26;119
26;81
26;445
26;271
26;9
26;752
26;468
26;755
26;12
26;386
26;497
26;304
26;92
26;761
26;749
26;267
26;770
26;281
26;42
26;916
26;181
26;23
26;172
26;466
26;342
26;661
26;591
26;965
26;437
26;990
26;843
26;403
26;876
26;66
26;209
26;528
26;662
26;25
26;279
26;621
26;234
26;243
26;896
26;451
26;207
26;943
26;659
26;900
26;457
26;641
26;252
26;35
26;730
26;311
26;348
26;105
26;340
26;691
26;487
26;295
26;226
26;358
26;639
26;633
26;775
26;328
26;388
26;110
26;834
26;273
26;430
26;356
26;353
26;783
26;731
26;496
26;189
26;255
26;746
26;830
26;763
26;531
26;945
26;147
26;464
26;98
26;56
26;148
26;713
26;478
26;963
26;399
26;671
26;107
26;109
26;34
26;285
26;122
26;561
26;860
26;702
26;290
26;241
26;891
26;817
26;111
26;934
26;592
26;331
26;469
26;258
26;360
26;782
26;868
26;444
26;73
26;428
26;524
26;708
26;454
26;405
26;978
26;769
26;72
26;398
26;97
26;736
26;432
26;192
26;632
26;449
26;760
26;668
26;87
26;533
26;949
26;359
26;455
26;637
26;852
26;967
26;242
26;265
26;341
26;49
26;190
26;133
26;813
26;706
26;145
26;568
26;733
26;825
26;689
26;615
26;957
26;54
26;567
26;808
26;735
26;127
26;675
26;710
26;443
26;895
26;53
26;481
26;282
26;152
26;317
26;809
26;366
26;320
26;391
26;998
26;132
26;218
26;214
26;651
26;345
26;785
26;756
26;486
26;987
26;498
26;636
26;997
26;41
26;521
26;67
26;854
26;901
26;36
26;117
26;299
26;971
26;501
26;544
26;819
26;59
26;882
26;188
26;101
26;620
26;617
26;195
26;573
26;709
26;21
26;208
26;327
26;831
26;514
26;400
26;440
26;674
26;504
26;612
26;889
26;538
26;500
26;347
26;559
26;727
26;471
26;361
26;933
26;476
26;420
26;245
26;232
26;130
26;409
26;491
26;298
26;433
26;126
26;818
26;78
26;473
26;913
26;310
26;523
26;849
26;988
26;251
26;167
26;527
26;861
26;65
26;43
26;318
26;330
26;175
26;85
26;970
26;697
26;357
26;991
26;236
26;93
26;418
26;786
26;540
26;658
26;962
26;595
26;856
26;45
26;163
26;217
26;11
26;143
26;772
26;307
26;870
26;884
26;139
26;518
26;135
26;262
26;627
26;919
26;412
26;472
26;545
26;928
26;483
26;734
26;685
26;596
26;123
26;387
26;718
26;762
26;534
26;821
26;724
26;178
26;797
26;964
26;624
26;338
26;833
26;631
26;789
26;732
26;406
26;158
26;598
26;893
26;51
26;863
26;434
26;890
26;994
26;377
26;961
26;571
26;431
26;385
26;759
26;950
26;202
26;742
26;750
26;199
26;141
26;99
26;609
26;548
26;286
26;792
26;871
26;911
26;667
26;506
26;823
26;371
26;27
26;794
26;883
26;804
26;475
26;499
26;68
26;162
26;168
26;906
26;333
26;161
26;177
26;44
26;976
26;707
26;482
26;898
26;712
26;256
26;187
26;57
26;608
26;10
26;394
26;84
26;616
26;382
26;157
26;415
26;517
26;203
26;134
26;48
26;917
26;325
26;846
26;940
26;936
26;263
26;684
26;20
26;100
26;778
26;793
26;626
26;956
26;253
26;438
26;576
26;495
26;33
26;547
26;688
26;714
26;565
26;824
26;324
26;980
26;278
26;174
26;973
26;18
26;553
26;695
26;416
26;116
26;381
26;257
26;376
26;326
26;222
26;966
26;993
26;435
26;14
26;747
26;74
26;699
26;828
26;673
26;312
26;704
26;716
26;13
26;274
26;874
26;837
26;390
26;408
26;185
26;586
26;605
26;26
26;625
26;969
26;180
26;629
26;938
26;492
26;537
26;875
26;686
26;676
26;623
26;63
26;480
26;947
26;240
26;503
26;294
26;170
26;186
26;645
26;535
26;648
26;301
26;334
26;343
26;853
26;239
26;664
26;509
26;589
26;159
26;946
26;930
26;223
26;8
26;903
26;899
26;510
26;7
26;459
26;613
26;442
26;231
26;124
26;788
26;131
26;981
26;647
26;581
26;76
26;369
26;166
26;683
26;563
26;270
26;642
26;254
26;224
26;522
26;529
26;462
26;879
26;905
26;767
26;129
26;873
26;679
26;857
26;83
26;426
26;293
26;507
26;215
26;954
26;698
26;774
26;577
26;156
26;297
26;368
26;441
26;456
26;196
26;309
26;655
26;292
26;549
26;372
26;314
26;696
26;308
26;729
26;745
26;560
26;91
26;982
26;316
26;694
26;915
26;944
26;392
26;108
26;920
26;799
26;614
26;932
26;983
26;525
26;448
26;266
26;580
26;184
26;923
26;321
26;90
26;653
26;646
26;280
26;176
26;600
26;452
26;118
26;4
26;722
26;597
26;183
26;69
26;272
26;374
26;227
26;847
26;88
26;427
26;505
26;914
26;458
26;968
26;802
26;329
26;754
26;173
26;738
26;757
26;212
26;95
26;937
26;276
26;536
26;542
26;246
26;461
26;120
26;216
26;460
26;114
26;771
26;164
26;362
26;289
26;989
26;826
26;75
26;2
26;350
26;557
26;610
26;588
26;31
26;17
26;572
26;260
26;737
26;864
26;153
26;335
26;744
26;855
26;807
26;721
26;897
26;378
26;86
26;996
26;137
26;305
26;80
26;71
26;351
26;37
26;960
26;352
26;931
26;587
26;787
26;261
26;777
26;395
26;768
26;16
26;929
26;741
26;791
26;365
26;121
26;569
26;711
26;277
26;948
26;206
26;323
26;670
26;638
26;115
26;193
26;872
26;205
26;892
26;652
26;198
26;984
26;845
26;796
26;925
26;574
26;810
26;247
26;50
26;337
26;52
26;924
26;848
26;463
26;869
26;784
26;838
26;835
26;635
26;811
26;102
26;578
26;439
26;634
26;999
26;269
26;593
26;677
26;502
26;720
26;660
26;306
26;644
26;851
26;935
26;859
26;336
26;237
26;865
26;822
26;781
26;142
26;450
26;375
26;402
26;908
26;995
26;801
26;453
26;103
26;211
26;489
26;555
26;743
26;765
26;827
26;693
26;566
26;953
26;773
26;233
26;303
26;300
26;959
26;354
26;575
26;229
26;726
26;106
26;30
26;564
26;230
26;425
26;128
26;508
26;806
26;210
26;602
26;554
26;200
26;275
26;599
26;703
26;493
26;922
26;235
26;182
26;815
26;302
26;397
26;149
26;546
26;113
26;909
26;690
26;64
26;748
26;516
26;800
26;681
26;191
26;417
26;921
26;404
26;470
26;820
26;841
26;485
26;678
26;952
26;650
26;541
26;942
26;839
26;284
26;619
26;951
26;512
26;70
26;552
26;682
26;384
26;585
26;407
26;725
26;562
26;878
26;194
26;579
26;912
26;82
26;228
26;715
26;28
26;700
26;717
26;687
26;380
26;888
26;657
26;250
26;829
26;219
26;551
26;248
26;972
26;40
26;701
26;606
26;104
26;858
26;582
26;941
26;663
26;511
26;816
26;396
26;974
26;958
26;594
26;363
26;985
26;918
26;171
26;622
26;862
26;584
26;268
26;429
26;283
26;339
26;24
26;94
26;886
26;665
26;1
26;313
26;477
26;753
26;47
26;89
26;421
26;570
26;532
26;558
26;15
26;125
26;798
26;520
26;221
26;630
26;6
26;603
26;62
26;975
26;249
26;604
26;910
26;349
26;423
26;150
26;832
26;539
26;881
26;160
26;370
26;413
26;77
26;201
26;5
26;355
26;393
26;894
26;332
26;926
26;151
26;654
26;805
26;322
26;58
26;723
26;885
26;296
26;740
26;96
26;61
26;543
26;259
26;618
26;790
26;238
26;803
26;887
26;60
26;649
26;836
26;590
26;607
26;79
26;494
26;22
26;373
26;479
26;907
26;643
26;344
26;144
26;179
26;669
26;530
26;197
26;154
26;401
26;465
26;112
26;474
26;902
26;291
26;550
26;692
26;519
26;583
26;812
26;39
26;136
26;680
26;315
26;220
26;165
26;844
26;877
26;977
26;287
26;814
26;719
26;288
26;436
26;447
26;46
26;766
26;213
26;414
26;927
26;411
26;155
26;556
26;867
26;138
26;880
26;55
26;640
26;419
26;779
26;656
26;32
26;513
26;367
27;204
27;467
27;939
27;795
27;346
27;666
27;611
27;904
27;764
27;225
27;424
27;850
27;38
27;628
27;955
27;244
27;119
27;488
27;445
27;271
27;9
27;755
27;386
27;146
27;497
27;304
27;92
27;761
27;749
27;267
27;770
27;281
27;42
27;916
27;181
27;23
27;172
27;466
27;342
27;661
27;591
27;965
27;437
27;990
27;843
27;403
27;876
27;66
27;209
27;528
27;662
27;25
27;279
27;621
27;234
27;243
27;169
27;896
27;451
27;207
27;943
27;659
27;900
27;457
27;641
27;252
27;35
27;730
27;311
27;348
27;105
27;340
27;691
27;487
27;295
27;226
27;358
27;639
27;633
27;775
27;328
27;388
27;110
27;834
27;273
27;430
27;356
27;986
27;731
27;189
27;255
27;746
27;830
27;763
27;531
27;945
27;147
27;464
27;98
27;56
27;148
27;713
27;478
27;963
27;399
27;671
27;107
27;109
27;34
27;285
27;122
27;561
27;860
27;702
27;290
27;241
27;891
27;817
27;111
27;934
27;592
27;331
27;469
27;258
27;360
27;782
27;868
27;444
27;73
27;428
27;524
27;708
27;454
27;405
27;978
27;769
27;72
27;398
27;97
27;736
27;432
27;192
27;632
27;389
27;760
27;668
27;87
27;533
27;949
27;359
27;455
27;637
27;780
27;852
27;967
27;242
27;265
27;341
27;49
27;190
27;133
27;813
27;706
27;145
27;568
27;733
27;825
27;689
27;615
27;957
27;54
27;567
27;808
27;735
27;842
27;127
27;675
27;710
27;443
27;895
27;53
27;481
27;0
27;282
27;152
27;317
27;809
27;366
27;320
27;391
27;998
27;132
27;218
27;214
27;651
27;345
27;785
27;756
27;486
27;987
27;498
27;997
27;41
27;521
27;67
27;854
27;901
27;36
27;117
27;299
27;971
27;544
27;819
27;59
27;882
27;188
27;101
27;620
27;617
27;29
27;195
27;573
27;709
27;21
27;208
27;327
27;831
27;514
27;400
27;440
27;674
27;504
27;612
27;889
27;538
27;500
27;347
27;559
27;727
27;471
27;933
27;476
27;420
27;245
27;232
27;758
27;130
27;409
27;491
27;298
27;433
27;126
27;818
27;78
27;473
27;913
27;310
27;523
27;849
27;988
27;251
27;167
27;527
27;861
27;65
27;43
27;318
27;330
27;175
27;85
27;970
27;697
27;357
27;991
27;236
27;93
27;418
27;786
27;540
27;658
27;962
27;595
27;856
27;45
27;163
27;217
27;11
27;143
27;772
27;307
27;870
27;139
27;518
27;135
27;262
27;627
27;919
27;412
27;472
27;545
27;928
27;483
27;734
27;685
27;596
27;123
27;387
27;762
27;534
27;821
27;724
27;178
27;797
27;964
27;624
27;338
27;631
27;789
27;732
27;406
27;158
27;598
27;893
27;863
27;434
27;890
27;994
27;377
27;961
27;431
27;385
27;759
27;950
27;202
27;742
27;750
27;199
27;141
27;19
27;99
27;609
27;490
27;548
27;286
27;792
27;871
27;911
27;667
27;506
27;823
27;371
27;27
27;794
27;883
27;804
27;3
27;475
27;499
27;68
27;168
27;906
27;333
27;161
27;177
27;44
27;976
27;707
27;482
27;898
27;712
27;256
27;187
27;57
27;608
27;10
27;840
27;394
27;616
27;382
27;157
27;415
27;517
27;203
27;134
27;48
27;917
27;325
27;846
27;940
27;936
27;263
27;684
27;20
27;100
27;778
27;793
27;626
27;956
27;253
27;438
27;576
27;495
27;33
27;547
27;688
27;714
27;565
27;824
27;324
27;980
27;278
27;174
27;973
27;18
27;553
27;695
27;416
27;116
27;381
27;257
27;376
27;222
27;966
27;993
27;435
27;14
27;747
27;74
27;699
27;828
27;673
27;312
27;704
27;716
27;13
27;274
27;874
27;837
27;390
27;408
27;185
27;586
27;605
27;26
27;625
27;969
27;180
27;629
27;938
27;492
27;537
27;875
27;686
27;676
27;623
27;63
27;480
27;947
27;240
27;503
27;672
27;294
27;186
27;645
27;535
27;648
27;301
27;334
27;343
27;853
27;239
27;664
27;509
27;589
27;159
27;946
27;930
27;223
27;8
27;903
27;899
27;510
27;264
27;459
27;613
27;442
27;231
27;124
27;788
27;131
27;981
27;647
27;581
27;76
27;369
27;166
27;683
27;563
27;270
27;642
27;254
27;224
27;522
27;529
27;462
27;879
27;905
27;767
27;129
27;873
27;679
27;857
27;83
27;426
27;979
27;293
27;507
27;954
27;698
27;774
27;577
27;156
27;297
27;368
27;441
27;456
27;196
27;309
27;655
27;292
27;549
27;372
27;314
27;696
27;308
27;729
27;745
27;560
27;91
27;982
27;316
27;694
27;915
27;944
27;392
27;108
27;920
27;799
27;614
27;932
27;983
27;525
27;448
27;266
27;580
27;184
27;923
27;321
27;90
27;653
27;646
27;280
27;176
27;600
27;452
27;118
27;4
27;597
27;183
27;69
27;272
27;374
27;227
27;847
27;88
27;427
27;505
27;410
27;914
27;458
27;968
27;802
27;329
27;754
27;173
27;738
27;757
27;212
27;705
27;95
27;937
27;276
27;422
27;536
27;542
